Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
West Shore Family Practice PC,6375 MERCURY DR,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,0,340,0,POINT (-77.003879 40.251236)
LVPG Rheumatolgy Hlth Wellness Ctr,50 Moisey Drive,Hazleton,Pennsylvania,182012,Luzerne,0,0,0,0,0,350,POINT (-76.01673 40.98959)
PHN-New Castle Primary Care,1112 South Mill Street,New Castle,Pennsylvania,16101,Lawrence,1,0,0,0,2,0,POINT (-80.343873 40.987843)
Dialysis Care Center of Mechanicsburg,4 Flowers Dr,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,67,0,10,POINT (-77.03178 40.250342)
Warren General Hospital,2 W Crescent Park,Warren,Pennsylvania,16365,Warren,1,1,0,20,16,580,POINT (-79.154468 41.843697)
Martins Pharmacy 6524,2121 South Atherton Street,State College,Pennsylvania,16801,Centre,0,10,0,50,1768,0,POINT (-77.831433 40.784892)
Perry Physicians PC,4570 Valley Rd,Shermans Dale,Pennsylvania,17090,Perry,0,0,0,94,894,17,POINT (-77.158676 40.319298)
WellSpan Fam Med-Stonebridge,13515 Wolfe Rd,New Freedom,PA,17349,York,0,0,0,54,34,18,POINT (-76.662764 39.774247)
Altoona Arth and Osteop Cntr,175 Meadowbrook Lane,Duncansville,Pennsylvania,16635,Blair,0,0,0,0,1768,82,POINT (-78.417164 40.435193)
Integrated Med Grp PC Pine Grove,8 Oak Grove Road,Pine Grove,Pennsylvania,17963,Schuylkill,0,0,0,72,2545,0,POINT (-76.395667 40.558478)
Milstein Medical Group,1123 Woodward Drive,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,47,76,0,POINT (-79.572853 40.290127)
Encompass Health Rehab  Hosp of Altoona,2005 Valley View Boulevard,Altoona,Pennsylvania,16602,Blair,0,0,0,0,0,30,POINT (-78.392201 40.497995)
Lower Merion Family Medicine,145 N. Narberth Ave 1st Fl,Narberth,Pennsylvania,19072,Montgomery,0,0,0,0,271,0,POINT (-75.260547 40.006722)
Noxen Medical Center,2888 SR 29 S # 2,Noxen,Pennsylvania,18636,Wyoming,0,0,0,0,223,0,
FPC-Millersburg Fam Prac Center,100 South 1st St,Millersburg,Pennsylvania,17061,Dauphin,0,0,0,0,101,0,POINT (-76.962413 40.534461)
MLHC-Paoli Hospital,255 W LANCASTER AVE,Paoli,Pennsylvania,19301,Chester,10,0,0,28,155,90,POINT (-75.499817 40.042098)
Adagio Health-Mobile Unit,3292 State Route 257,Seneca,Pennsylvania,16346,Venango,14,0,0,936,0,1601,POINT (-79.703532 41.381847)
Smartmed Prescription Center,233 E High St,Carlisle,Pennsylvania,17013,Cumberland,0,0,0,912,920,1487,POINT (-77.183011 40.200964)
FPC-Pagana Defazio Fam Practice Ctr,1072 MARKET ST,Sunbury,Pennsylvania,17801,Northumberland,0,0,0,0,3,0,POINT (-76.7837 40.858975)
Welcome Pharmacy,1607 NORTHAMPTON ST,Easton,Pennsylvania,18042,Northampton,0,0,0,0,2,0,POINT (-75.234213 40.689931)
Fox Chase Cancer Center Buckingham,2365 Heritage Center Drive,Furlong,Pennsylvania,18925,Bucks,0,0,0,1,9,0,POINT (-75.08428 40.29061)
Franklin County SHC,375 Floral Avenue,Chambersburg,Pennsylvania,172013494,Franklin,0,0,0,0,50,0,POINT (-77.655995 39.928458)
Genoa Healthcare 00144,119 WALNUT ST,Johnstown,Pennsylvania,15901,Cambria,0,0,0,127,84,298,POINT (-78.921142 40.327731)
Nells Pharmacy-Spry,2720 S Queen Street,York,Pennsylvania,17403,York,0,0,0,1,1,0,POINT (-76.680139 39.907563)
The Medicine Center,2209 Macdade Blvd,Holmes,Pennsylvania,19043,Delaware,0,0,0,690,234,409,POINT (-75.309608 39.897936)
Reinhardt Family Practice PC,1701 12th Ave Bldg G,Altoona,Pennsylvania,16601,Blair,0,0,0,52,318,0,POINT (-78.407683 40.513006)
Wellspan Pharmacy-Apple Hill,25 Monument Rd,York,Pennsylvania,17403,York,0,0,0,23,555,138,POINT (-76.716233 39.923562)
WellSpan Family Medicine-East Berlin,105 Fourth Street,East Berlin,PA,17316,Adams,0,0,0,0,13,0,POINT (-76.983643 39.938133)
FPC-Elizabethtown Family Practice Center,300 Maytown Road,Elizabethtown,Pennsylvania,17022,Lancaster,0,0,0,0,7,0,POINT (-76.600941 40.137196)
Giant Pharmacy-6,136 Kline Village,Harrisburg,Pennsylvania,17104,Dauphin,0,0,0,0,350,0,POINT (-76.840601 40.27153)
Black Creek Health Center,75 Pineapple Street,Nuremberg,Pennsylvania,18241,Schuylkill,0,0,0,2,44,0,
VDI Prim Cre Pharm Srvcs Inc,27 Heckel Road,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,34,0,42,4,100,POINT (-80.092812 40.472378)
Warminster Medical Associates,350 W. Street  Road,Warminster,Pennsylvania,18974,Bucks,0,0,0,0,231,0,POINT (-75.090521 40.201422)
Lehigh Fam and Geriatric Assoc,428 South 7th Street,Lehighton,Pennsylvania,18235,Carbon,0,0,0,0,1492,230,POINT (-75.717793 40.826767)
Custom Prescriptions of Lancaster,902 N Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,3,3,0,POINT (-76.30621 40.05145)
MARTINS PHARMACY-6308,1570 OAKLAND AVE,Indiana,Pennsylvania,15701,Indiana,0,0,0,76,1660,126,POINT (-79.172412 40.61473)
Union Medical-Church St,920 Church St,Lebanon,Pennsylvania,17046,Lebanon,0,0,0,977,55,0,POINT (-76.42776 40.344531)
AHN-AC IM JRMC Internal Med,810 CLAIRTON BOULEVARD,Pittsburgh,Pennsylvania,15236,Allegheny,0,0,0,0,139,76,POINT (-79.944002 40.325213)
UPMC-Horizon Transitional Care-Shenango,2200 Memorial Drive,Farrell,Pennsylvania,16121,Mercer,1,0,0,0,25,0,POINT (-80.470677 41.209415)
Giant Pharmacy-6279,277 Hershey Road,Hummelstown,Pennsylvania,17036,Dauphin,0,0,0,14,555,0,POINT (-76.698205 40.311637)
Union Medical-Water Street,304 North Water Street,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,0,6,0,POINT (-76.309347 40.042516)
PHN-Ellwood City Health Center,304 Evans Drive,Ellwood City,Pennsylvania,16117,Lawrence,0,0,0,1,16,1,POINT (-80.275909 40.868201)
Lanap and Implant Ctr of PA,184 West Main Street Bldg 200,Collegeville,Pennsylvania,19426,Montgomery,0,0,0,0,0,26,POINT (-75.46951 40.195953)
DCI-Shenango Valley,737 Brookshire Drive,Hermitage,Pennsylvania,16148,Mercer,0,0,0,58,0,0,POINT (-80.452603 41.243595)
WMCHC-Highland Phys Fam Hlth Ctr,1839 Fair Avenue,Honesdale,Pennsylvania,18431,Wayne,0,0,0,27,853,300,POINT (-75.262507 41.589442)
BRADDOCK FAMILY HEALTH CENTER,404 BRADDOCK AVE,Braddock,Pennsylvania,15104,Allegheny,0,0,0,0,131,0,POINT (-79.871236 40.404898)
Armstrong Primary Care Ctr-Elderton,116 Main Street Box 148,Elderton,Pennsylvania,15736,Armstrong,0,0,0,2,0,0,
CHOP Care Primary Care Souderton,4 S County Line Rd,Souderton,Pennsylvania,18964,Montgomery,0,0,0,2553,546,1457,POINT (-75.311203 40.314865)
WellSpan Family Medicine-Stonebridge,13515 Wolfe Rd,New Freedom,PA,17349,York,0,0,0,19,0,0,POINT (-76.662289 39.774663)
FPC-Valley View Family Practice Center,105 W Main Street,Valley View,Pennsylvania,17983,Schuylkill,0,0,0,3,0,0,POINT (-76.520364 40.647776)
Cornerstone Care-Clairton,559 Miller Avenue,Clairton,PA,150251746,Allegheny,0,0,0,123,72,290,POINT (-79.883266 40.293136)
MLHC-Urgent Care in Wynnewood,306 E Lancaster Avenue,Wynnewood,PA,19096,Montgomery,0,0,0,0,569,108,POINT (-75.265316 39.993375)
WMCHC Honesdale Pediatrics,1837 Fair Avenue,Honesdale,Pennsylvania,18431,Wayne,0,0,0,0,623,696,POINT (-75.262223 41.588625)
Dialysis Clinic Inc-Pittsburgh,3412 Babcock Boulevard,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,0,1,0,0,POINT (-80.023408 40.538434)
Sto-Rox Family Health Center,710 Thompson Avenue,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,0,0,702,282,80,POINT (-80.062439 40.464995)
Glendale Area Med Assoc Inc,850 Main Street PO Box 375,Coalport,Pennsylvania,16627,Clearfield,0,1,0,457,293,0,POINT (-78.535026 40.747725)
Lawrenceville Laurel Health Center,32 East Lawrence Road,Lawrenceville,Pennsylvania,16929,Tioga,0,0,0,0,252,0,POINT (-77.035276 41.990534)
UPMC Horizon Tran Cre Shenango,2200 Memorial Drive,Farrell,Pennsylvania,16121,Mercer,0,0,0,9,643,9,POINT (-80.469262 41.209438)
Preferd Prim Cre Phys PPCP,701 Technology Dr MANOR OAK II,Canonsburg,Pennsylvania,15317,Washington,0,0,0,2,377,0,
GIANT PHARMACY-6105,350 SCARLET ROAD,KENNETT SQUARE,PA,19348,Chester,0,0,0,202,2205,987,POINT (-75.730009 39.840279)
EASTON HOSPITAL,PHARMACY DEPT 250 SOUTH 21ST STREET,Easton,Pennsylvania,18042,Northampton,5,0,0,30,10,1500,
Margiotti and Kroll Pedia Newtwn,671 Newtown-Yardley Rd.,Newtown,Pennsylvania,18940,Bucks,0,0,0,0,258,740,POINT (-74.920435 40.229428)
RICHARD KONDON DO FAMILY PRACTICE,50 Kulp Rd E,Chalfont,Pennsylvania,18914,Bucks,0,0,0,99,1152,4062,POINT (-75.180522 40.243749)
RBJ ENT Inc The Med Shoppe 1094,132 West Mahoning Street,Punxsutawney,Pennsylvania,15767,Jefferson,0,0,0,55,42,98,POINT (-78.972087 40.943274)
Penn Highlands DuBois,100 Hospital Ave,Du Bois,Pennsylvania,15801,Clearfield,1,0,0,1,84,0,POINT (-78.775736 41.114349)
Penn State Health Cmty Vax Site-Berks,2400 Bernville Road,Reading,Pennsylvania,19605,Berks,32,6,0,54,5,0,POINT (-75.970548 40.374401)
Family First Health-George Street Center,116 South George Street,York,Pennsylvania,17401,York,1,0,0,50,41,0,POINT (-76.726805 39.960757)
Lehigh Family and Geriatric Associates,428 South 7th Street,Lehighton,Pennsylvania,18235,Carbon,0,0,0,8,48,0,POINT (-75.717784 40.8267)
Trilogy Mission Rx LLC dba PCA Pbg,307 23rd Street Extension,SHARPSBURG,Pennsylvania,15215,Allegheny,0,0,0,23,47,0,POINT (-79.910239 40.495161)
Sadler Health Center,100 North Hanover Street,Carlisle,Pennsylvania,17013,Cumberland,10,0,0,180,1987,660,POINT (-77.18887 40.203176)
My Care Now LLC,90 Beaver Drive Building C,Du Bois,Pennsylvania,15801,Clearfield,0,0,0,0,18,0,POINT (-78.749069 41.122792)
GHS-BRADFORD,116 INSTERSTATE PARKWAY,BRADFORD,PENNSYLVANIA,16701,McKean,0,0,1,350,141,554,
GIANT PHARMACY-6464,721 W.SPROUL ROAD,SPRINGFIELD,PA,19064,Delaware,0,0,0,61,2090,716,POINT (-75.352072 39.934547)
CHOP Care Network-High Point,100 Manor Dr,Chalfont,Pennsylvania,18914,Bucks,0,0,0,0,1291,72,
FPC-Mill Hall Family Practice Center,7133 Nittany Valley Drive,Mill Hall,Pennsylvania,17751,Clinton,0,0,0,0,1,0,POINT (-77.489442 41.064719)
Wellspan Family Medicine Hayshire,2775 North George Street,York,Pennsylvania,17406,York,0,0,0,0,247,0,POINT (-76.733148 40.005186)
Diamond Drugs Inc dba Diamond Pharm Svc,645 Kolter Drive,Indiana,Pennsylvania,15701,Indiana,0,0,0,0,102,0,POINT (-79.17264 40.608775)
GIANT PHARMACY-6120,255 CUMBERLAND PARKWAY,MECHANICSBURG,PA,17055,Cumberland,11,0,0,1297,192,0,POINT (-76.982548 40.193781)
Penn Highlands Community Pharmacy,621 S. Main St.,Du Bois,Pennsylvania,15801,Clearfield,0,0,0,2,0,0,POINT (-78.773334 41.113896)
Family Pharmacy of  Jessup,128 Constitution Ave,Jessup,Pennsylvania,18434,Lackawanna,0,0,0,0,13,182,POINT (-75.573827 41.476213)
Hazleton Urgent Care,101 South Church Street,Hazleton,Pennsylvania,18201,Luzerne,0,0,0,0,0,385,POINT (-75.978349 40.952191)
PhysicianCare P.C. Towanda,71 Hospital Drive,Towanda,Pennsylvania,18848,Bradford,0,0,0,350,1652,2222,POINT (-76.448978 41.783592)
FPC-Hershey Family Practice Center,3003 Elizabethtown Road,Hershey,Pennsylvania,17033,Dauphin,0,0,0,0,7,0,POINT (-76.623498 40.235368)
PHN-Sharon Medical Group-Suite 2,63 Pitt St,Sharon,Pennsylvania,16146,Mercer,2,0,0,31,58,0,POINT (-80.507917 41.23373)
Fresenius Kidney Cre Sth Allentwn,2820 Mitchell Ave.,Allentown,Pennsylvania,18103,Lehigh,0,0,0,19,0,0,POINT (-75.481033 40.560689)
Functional Health Center-Phoenix Contact,586 Fulling Mill Rd,Middletown,Pennsylvania,17057,Dauphin,0,0,0,2,1,0,POINT (-76.75007 40.229379)
New Hope Pharmacy and Wellness,"3 Village Row, Logan Square",New Hope,Pennsylvania,18938,Bucks,0,0,0,20,130,75,
Millcreek Community Hospital,5515 Peach street,Erie,Pennsylvania,16509,Erie,0,1,0,14,383,1414,POINT (-80.093739 42.074173)
Heritage Valley Health System-Beaver,1000 Dutch Ridge Road,Beaver,Pennsylvania,15009,Beaver,8,13,0,20,19,0,POINT (-80.324352 40.710345)
Com Hth and Dental Cre Pottstown,351 W Schuylkill Ave,Pottstown,Pennsylvania,19465,Chester,0,0,0,866,720,308,POINT (-75.662171 40.233362)
Johnsons Pharmaceutical Srvs-W Mifflin,2000 CLAIRTON RD,West Mifflin,Pennsylvania,15122,Allegheny,0,0,0,1,0,0,POINT (-79.936288 40.335236)
Chester County Health Dept,601 Westtown Road Personal Health Service,West Chester,Pennsylvania,19382,Chester,18,17,0,936,110,0,POINT (-75.584731 39.957921)
Tower Health-Exeter Int Med THMG,4885 DeMoss Road,Reading,Pennsylvania,19606,Berks,0,0,0,0,474,54,POINT (-75.856382 40.305944)
Abington Jefferson Health,1200 Old York Road,Abington,Pennsylvania,19001,Montgomery,5,6,0,1570,849,3149,POINT (-75.119351 40.119002)
Oasis Lifecare LLC,1526 Martin Street,State College,Pennsylvania,16803,Centre,0,0,0,8,13,0,POINT (-77.891815 40.804844)
GIANT PHARMACY-6054,455 EISENHOWER DRIVE,HANOVER,PA,17331,York,0,7,0,111,1288,0,POINT (-76.977155 39.823304)
SCI-Phoenix,1200 Mokychic Drive,Collegeville,PA,19426,Montgomery,5,1,0,70,468,270,
Means-Lauf Super Drug,265 Allegheny Blvd,Brookville,Pennsylvania,15825,Jefferson,0,0,0,1115,4035,1945,POINT (-79.098359 41.175762)
Delta Medix PC,300 Lackawanna Avenue,Scranton,Pennsylvania,18503,Lackawanna,0,0,0,82,296,1386,POINT (-75.667364 41.408249)
Beittel Becker Pediatric Associates,2150 Noll Drive,Lancaster,Pennsylvania,17603,Lancaster,0,10,3,195,109,10,POINT (-76.361115 40.04772)
Family Medic Laureldale Tower Hlth Med Grp,3212 Kutztown Road,Laureldale,Pennsylvania,19605,Berks,0,0,0,0,51,0,POINT (-75.920253 40.384945)
Total Access Medical LLC W Chester Off,1450 E. Boot Rd.,West Chester,Pennsylvania,19380,Chester,0,0,0,35,1,6,POINT (-75.555576 39.990445)
Perry Drug Store,301 INDEPENDENCE STREET PO BOX 314,Perryopolis,Pennsylvania,15473,Fayette,0,0,0,21,417,127,POINT (-79.750205 40.087078)
GIANT PHARMACY-6501,850 EAST MAIN STREET,EPHRATA,PA,17522,Lancaster,0,0,0,59,2237,970,POINT (-76.157833 40.165002)
Holisticare Hospice LLC,685 KROMER AVE,Berwyn,Pennsylvania,19312,Chester,0,0,0,1,0,0,POINT (-75.44293 40.049083)
Lion Pharm,10 West Broadway,Red Lion,Pennsylvania,17356,York,0,0,0,71,293,0,POINT (-76.60623 39.900756)
LGH-Susquehanna Family Medicine,1159 River Rd,Marietta,Pennsylvania,175471628,Lancaster,0,0,0,31,864,40,POINT (-76.542449 40.062719)
Medicine Shoppe Pharmacy-353,2665 Brodhead Road,Aliquippa,Pennsylvania,15001,Beaver,0,0,0,0,379,437,POINT (-80.281208 40.605082)
LONG LANE DISC PHARM UPPER DARBY,434 LONG LANE,Upper Darby,Pennsylvania,19082,Delaware,0,0,0,34,749,0,POINT (-75.261615 39.949687)
Family First Health-Hanover Center,1230 High Street,Hanover,Pennsylvania,17331,York,0,0,0,100,199,0,POINT (-77.002807 39.823741)
Parvins Pharmacy,30 N Bryn Mawr Avenue,Bryn Mawr,Pennsylvania,19010,Delaware,1,0,0,0,0,0,POINT (-75.317334 40.021684)
Ware Medical Associates,2901 Dutton Mill Rd,Aston,Pennsylvania,19014,Delaware,0,0,0,0,10,0,POINT (-75.419824 39.857646)
AHN-Jefferson Regional Hospital,Pharmacy Department 565 Coal Valley Road,Jefferson Hills,Pennsylvania,15025,Allegheny,0,0,0,879,269,2269,
Family First Health-Gettysburg Center,Peebles Plaza 1275-17 York Road,Gettysburg,Pennsylvania,17325,Adams,0,0,0,15,0,0,
Triangle Pharmacy,89 S Main St,Mountain Top,Pennsylvania,18707,Luzerne,0,0,0,2,216,0,POINT (-75.890405 41.157224)
Highlands Hospital,401 East Murphy Ave,Connellsville,Pennsylvania,15425,Fayette,4,39,0,50,5,2129,POINT (-79.586201 40.023375)
McKeesport Family Health Center,627 Lyle Blvd,Mc Keesport,Pennsylvania,15132,Allegheny,0,0,0,10,95,40,POINT (-79.858481 40.352177)
Keystone Family Medicine Chambersburg,820 Fifth Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,10,0,4,7,0,POINT (-77.645016 39.945085)
Integrated Medical Group PC-Pine Grove,8 Oak Grove Road,Pine Grove,Pennsylvania,17963,Schuylkill,0,0,0,0,46,0,POINT (-76.395667 40.558478)
Mead Avenue Family Practice,1086 Mead Avenue,Corry,Pennsylvania,16407,Erie,0,0,0,12,0,0,POINT (-79.644902 41.935633)
Stines Pharmacy Inc,1 East Main Street,Schuylkill Haven,Pennsylvania,17972,Schuylkill,0,0,0,3,1271,0,POINT (-76.172759 40.62926)
Fresenius Kidney Care West Pennsylvania,5124 Liberty Ave,Pittsburgh,Pennsylvania,15224,Allegheny,0,0,0,0,6,0,POINT (-79.942557 40.458215)
Geisinger Encompass Hth Ltd Liab,64 Rehab Lane,Danville,Pennsylvania,17821,Montour,0,0,0,21,1,100,POINT (-76.600178 40.971417)
Care-fill LTC Pharmacy,343 Mercer Road,Greenville,Pennsylvania,16125,Mercer,0,0,0,31,1202,254,POINT (-80.366896 41.386439)
Mats Pharmacy and Medical Supply,701 Bristol Pike,Croydon,Pennsylvania,19021,Bucks,0,0,0,0,1,10,POINT (-74.90732 40.093991)
Wellspan Family Med-Hlth Campus 1st Fl,12 St. Paul Drive,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,11,0,0,POINT (-77.634763 39.943292)
The Medicine Shoppe-Latrobe,709 Ligonier Street,Latrobe,Pennsylvania,15650,Westmoreland,0,0,0,0,190,591,POINT (-79.385532 40.317125)
VDI-Birdsboro Pharmacy,200 W First Street,Birdsboro,Pennsylvania,19508,Berks,0,0,0,48,852,0,POINT (-75.808762 40.263465)
The Medicine Shoppe-Dallas,26 Dallas Shopping Center,Dallas,Pennsylvania,18612,Luzerne,0,0,0,42,481,276,
LVPG-Fam and Internal Med Bethlehem Twp,2101 Emrick Blvd,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,0,0,1,1,0,POINT (-75.290931 40.651956)
PHN-Hoffman Memorial Medical Center,419 Kellys Way,East Brady,Pennsylvania,16028,Clarion,0,0,0,140,5,90,POINT (-79.615865 40.987406)
Carlisle Pediatric Associates,804 Belvedere Street,Carlisle,Pennsylvania,17013,Cumberland,0,0,0,0,819,726,POINT (-77.204524 40.188582)
Integrated Health 21,2403 SIDNEY STREET SUITE 800,Pittsburgh,Pennsylvania,15203,Allegheny,0,0,0,823,748,120,POINT (-79.96965 40.428767)
UPMC-HAMPTON OUTPATIENT CENTER,4490 Mount Royal Blvd UPMC Outpatient Center Hampton,Allison Park,Pennsylvania,151012684,Allegheny,0,0,0,1890,845,1470,
WellSpan OB/GYN-Dover,3992 Carlisle Road,Dover,PA,17315,York,0,0,0,24,137,0,POINT (-76.842228 39.992923)
FPC Lewisbry Red Cedar Fam Prac Ctr,689 Yorktown Rd,Lewisberry,Pennsylvania,17339,York,0,0,0,0,4,0,POINT (-76.82646 40.16152)
Select Specialty Hospital-Central PA,503 N 21st street 5th floor,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,0,4,0,POINT (-76.923468 40.25141)
Jamestown Pharmacy,121 LIberty Street,Jamestown,Pennsylvania,16134,Mercer,0,0,0,54,185,0,POINT (-80.440662 41.484607)
UPMC CCP BEDFORD CESSNA,1 Corporate Drive,Bedford,Pennsylvania,15522,Bedford,0,0,0,168,484,269,POINT (-78.518722 40.081298)
Wellspan Fam Med Philadelphia Ave,3106 Philadelphia Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,61,928,0,POINT (-77.627048 39.976763)
Wellspan Family Medicine-Crossroads,4131 Oregon Pike,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,9,42,36,POINT (-76.219722 40.128786)
Mont Cty EMS Off Public Safety,EOC-50 Eagleville Road,Norristown,Pennsylvania,19403,Montgomery,1,2,0,218,3,84,POINT (-75.418787 40.158189)
OAKSIDE CARE PHARMACY,440 LEHIGH ST,Reading,Pennsylvania,19601,Berks,0,0,0,1100,47,1701,POINT (-75.948219 40.354269)
Jaisohn Medical Center,51 Medical Campus Drive,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,3,457,186,POINT (-75.268366 40.250467)
GIANT PHARMACY-6045,849 WEST BALTIMORE PIKE,WEST GROVE,PA,19390,Chester,0,0,0,81,2772,1016,POINT (-75.875122 39.824105)
Penn Medicine at Valley Forge,1001 Chesterbrook Blvd,Berwyn,Pennsylvania,19312,Chester,0,0,0,107,93,210,POINT (-75.463017 40.063566)
WE CARE PHARMACY INC,3671 Crescent Ct E,Whitehall,Pennsylvania,18052,Lehigh,0,0,0,8,955,580,POINT (-75.495505 40.653285)
Wilkes-Barre General Hospital,575 North River Street Pharmacy Department,Wilkes Barre,Pennsylvania,18764,Luzerne,13,0,0,51,7199,800,POINT (-75.868165 41.258261)
SCI-Mahanoy,301 Morea Rd.,Frackville,Pennsylvania,17932,Schuylkill,20,1,0,7,217,175,POINT (-76.203324 40.782027)
St. Lukes Coopersburg Pediatrics,5425 Lanark Road,Center Valley,Pennsylvania,18034,Lehigh,0,0,0,0,19,0,POINT (-75.408349 40.533223)
VDI-Gaughns Drug Store,348 Pennsylvania Ave W,Warren,Pennsylvania,16365,Warren,0,0,0,23,1611,96,POINT (-79.149306 41.844947)
VILLAGE PHARMACY AT SPRING HOUSE,1121 N. Bethlehem Pike,Spring House,Pennsylvania,19477,Montgomery,0,0,0,10,36,5,POINT (-75.22502 40.189842)
Lancaster County SHC,1661 Old Philadelphia Pike,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,36,0,0,POINT (-76.266208 40.039017)
Adams County SHC,424 East Middle Street,Gettysburg,Pennsylvania,173251926,Adams,0,0,0,18,103,0,POINT (-77.22194 39.829854)
Famcare Pharmacy,1429 BURGETTSTOWN PLAZA,Burgettstown,Pennsylvania,15021,Washington,0,0,0,0,172,86,POINT (-80.392961 40.381549)
DCI-Punxsutawney,158 Elmwood Dr,Punxsutawney,Pennsylvania,15767,Jefferson,0,0,0,1,2,0,POINT (-78.997381 40.961)
Kids Plus Pediatrics PC-PLH,810 Clairton Blvd.,Pittsburgh,Pennsylvania,15236,Allegheny,0,0,0,941,80,3266,POINT (-79.944002 40.325213)
DR MOLLY TROSTLE DO INTERNAL MEDICINE,881 Hills Plaza Dr,Ebensburg,Pennsylvania,15931,Cambria,0,0,0,1,155,0,POINT (-78.75919 40.469523)
Tri Cty Hth and Wellness Ctr,507 Kimberton Rd,Phoenixville,Pennsylvania,19460,Chester,0,0,0,110,601,71,POINT (-75.547056 40.129625)
LVPG Pediatrics Richland Township,320 West Pumping Station Road,Quakertown,Pennsylvania,18951,Bucks,0,0,0,28,702,50,POINT (-75.368575 40.459107)
Mikes Pharmacy,211 W. Washington Ave.,Myerstown,Pennsylvania,17067,Lebanon,0,0,0,0,1,0,POINT (-76.309949 40.376283)
Waynesboro Hospital,501 East Main Street,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,89,105,367,POINT (-77.57045 39.751804)
AHN-Allegheny Valley Hospital,1301 Carlisle Street,Natrona Heights,Pennsylvania,15065,Allegheny,7,0,0,764,274,80,POINT (-79.736016 40.617813)
Millersburg Pharmacy Inc,242 Market Street,Millersburg,Pennsylvania,17061,Dauphin,0,0,0,0,1208,4,POINT (-76.961386 40.539645)
Troy Laurel Health Center,45 Mudcreek Rd,Troy,Pennsylvania,16947,Bradford,0,0,0,122,127,0,POINT (-76.791918 41.750616)
Harleysville Medical Associates,176 Main Street,Harleysville,Pennsylvania,19438,Montgomery,0,0,0,1,3,0,POINT (-75.368897 40.262629)
The Medicine Shoppe 0838,20 Bailey Avenue,Pittsburgh,Pennsylvania,15211,Allegheny,0,0,0,0,5926,2305,POINT (-80.004584 40.42699)
Wellspan Fam Medic 222 W Fulton St,222 W Fulton St,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,0,4,0,POINT (-76.183361 40.180621)
Guthrie Clinic Dushore,102 East Main Street PO Box 417,Dushore,Pennsylvania,18614,Sullivan,0,0,0,19,189,6,POINT (-76.400602 41.524021)
Yorktown Pharmacy,8110 Old York Road,Elkins Park,Pennsylvania,19027,Montgomery,0,0,0,4,1952,948,POINT (-75.127344 40.077038)
Alle Kiski Pediatrics,2300 Freeport Road Suite 12,New Kensington,Pennsylvania,15068,Westmoreland,0,0,0,118,0,70,POINT (-79.753313 40.586229)
Genoa Healthcare-Reading,645 PENN ST,Reading,Pennsylvania,19601,Berks,0,0,0,17,474,0,POINT (-75.924467 40.335241)
Giant Eagle Pharmacy LTC #0249,6204 State Route 30 Suite A,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,4,0,0,POINT (-79.592831 40.305646)
Stephens Pharmacy,1101 Main Street,Honesdale,Pennsylvania,18431,Wayne,0,0,0,1293,38,0,POINT (-75.257393 41.575658)
PHS UPMC Pinncle Carlisle Emp Hlth,361 Alexander Spring Rd,Carlisle,Pennsylvania,17015,Cumberland,0,6,0,125,108,0,POINT (-77.223007 40.184767)
Nemours DuPont Pediatrics-Paoli,1676  E Lancaster Avenue,Paoli,Pennsylvania,19301,Chester,0,0,0,0,1312,0,POINT (-75.470449 40.042348)
Heritage Valley Hlth Sys Beaver,1000 Dutch Ridge Road,Beaver,Pennsylvania,15009,Beaver,30,84,0,37,817,214,POINT (-80.324614 40.710483)
DCI Renal Srvs of Pitt LLC Oaklnd,3260 Fifth Avenue,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,0,36,0,POINT (-79.96427 40.437804)
Kennies Pharmacy-Littlestown,520 W. King street,Littlestown,Pennsylvania,17340,Adams,0,0,0,9,300,2,POINT (-77.098593 39.743012)
PM LGHP-Family Medicine Red Rose,955 East King Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,5,60,0,POINT (-76.284565 40.039976)
Lancaster Health Center-Arch,304 North Water Street,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,18,7,0,POINT (-76.309347 40.042516)
