,Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
356,AHN-WEST PENN HOSPITAL,PHARMACY DEPARTMENT 4800 FRIENDSHIP AVENUE,PITTSBURGH,PENNSYLVANIA,15224,Allegheny,2,1,0,451,17,210,
357,LC Com VC Ctr,Park City Mall 600 Park City Center,Lancaster,Pennsylvania,17601,Lancaster,99,8,0,294,114,44,
358,Black Creek Health Center,75 Pineapple Street,Nuremberg,Pennsylvania,18241,Schuylkill,0,0,0,2,44,0,
359,Crozer-Chester Medical Center,1 Medical Center Blvd Department of Pharmacy,Upland,Pennsylvania,19013,Delaware,5,0,0,0,49,0,POINT (-75.369786 39.855608)
360,FPC-Pagana Defazio Fam Practice Ctr,1072 MARKET ST,Sunbury,Pennsylvania,17801,Northumberland,0,0,0,0,3,0,POINT (-76.7837 40.858975)
361,Welcome Pharmacy,1607 NORTHAMPTON ST,Easton,Pennsylvania,18042,Northampton,0,0,0,0,2,0,POINT (-75.234213 40.689931)
362,Fresenius Kidney Care Bethlehem,2014 city line rd,bethlehem,Pennsylvania,18017,Northampton,0,0,0,0,3,0,POINT (-75.419004 40.654402)
363,Nells Pharmacy-Spry,2720 S Queen Street,York,Pennsylvania,17403,York,0,0,0,1,1,0,POINT (-76.680139 39.907563)
364,Brownsville Family Pharmacy,27 Market St,Brownsville,Pennsylvania,15417,Fayette,0,0,0,14,1363,0,POINT (-79.887144 40.022042)
365,CHOP Care Network-Broomall,2000 Sproul Rd,Broomall,Pennsylvania,19008,Delaware,0,0,0,0,745,0,POINT (-75.357357 39.963018)
366,PHN-Ellwood City Health Center,304 Evans Drive,Ellwood City,Pennsylvania,16117,Lawrence,0,0,0,1,16,1,POINT (-80.275909 40.868201)
367,Penn Highlands Huntingdon,1225 Warm Springs Avenue,Huntingdon,Pennsylvania,16652,Huntingdon,0,0,0,65,2,0,POINT (-78.013908 40.493656)
368,FPC-Elizabethtown Family Practice Center,300 Maytown Road,Elizabethtown,Pennsylvania,17022,Lancaster,0,0,0,0,7,0,POINT (-76.600941 40.137196)
369,Millcreek Community Hospital,5515 Peach street,Erie,Pennsylvania,16509,Erie,0,1,0,4,88,1372,POINT (-80.093735 42.074141)
370,Fam Hlth Clinic of Bk Susquehanna,2872 Turnpike Street,Susquehanna,Pennsylvania,18847,Susquehanna,0,0,0,146,3,0,POINT (-75.594016 41.947372)
371,WellSpan Family Medicine-East Berlin,105 Fourth Street,East Berlin,PA,17316,Adams,0,0,0,0,13,0,POINT (-76.983643 39.938133)
372,RHC McKinney Clinic,1084 Route 315,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,15,0,POINT (-75.824533 41.255135)
373,Wellspan Fam Med Littlestown,300 West King Street,Littlestown,Pennsylvania,17340,Adams,0,0,5,20,72,0,POINT (-77.095707 39.742893)
374,Punxsutawney Area Hospital,81 Hillcrest Drive,Punxsutawney,Pennsylvania,15767,Jefferson,0,0,0,0,13,0,POINT (-79.000359 40.960153)
375,Custom Prescriptions of Lancaster,902 N Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,3,3,0,POINT (-76.30621 40.05145)
376,VDI-Curtis Pharmacy-Washington,575 Henderson Ave,Washington,Pennsylvania,15301,Washington,0,0,0,16,0,0,POINT (-80.267317 40.191814)
377,UPMC-Horizon Transitional Care-Shenango,2200 Memorial Drive,Farrell,Pennsylvania,16121,Mercer,1,0,0,0,25,0,POINT (-80.470677 41.209415)
378,WellSpan Fam Med-Greencastle,24 Antrim Commons Drive,Greencastle,Pennsylvania,17225,Franklin,0,0,0,0,132,0,POINT (-77.728045 39.759207)
379,SLUHHN-Bethlehem,801 OSTRUM ST Attn: Inpatient Pharmacy,Bethlehem (Part-Lehigh),Pennsylvania,18015,Northampton,5,3,1,276,34,0,POINT (-75.392507 40.608697)
380,Union Medical-Water Street,304 North Water Street,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,0,6,0,POINT (-76.309347 40.042516)
381,Tower Health-Pottstown Hospital,1600 East High St.,Pottstown,Pennsylvania,19464,Montgomery,10,0,0,15,265,0,POINT (-75.611502 40.243941)
382,GIANT PHARMACY-6079,"275 PAULINE DR, S YORK PLZ",YORK,PA,17402,York,12,0,0,303,465,468,
383,Corry Mem Hosp Rural Hlth Clinic,965 Shamrock Lane Rural Health Clinic,Corry,Pennsylvania,16407,Erie,0,0,0,7,113,0,POINT (-79.612374 41.935111)
384,Irwin Primary Care (Irwin),7546 Route 30 1st floor,Irwin,Pennsylvania,15668,Westmoreland,0,0,0,0,38,0,POINT (-79.663048 40.311651)
385,McCracken Pharmacy,595 east high street,Waynesburg,Pennsylvania,15370,Greene,0,0,0,0,161,0,POINT (-80.179359 39.896359)
386,Armstrong Primary Care Ctr-Elderton,116 Main Street Box 148,Elderton,Pennsylvania,15736,Armstrong,0,0,0,2,0,0,
387,Rehab at Shannondell,5000 Shannondell Drive,Audubon,Pennsylvania,19403,Montgomery,0,0,0,0,16,397,
388,Wellspan Family Medicine-Fairfield,4910A Fairfield Road,Fairfield,Pennsylvania,17320,Adams,0,0,0,12,66,0,POINT (-77.378584 39.780525)
389,FPC-Valley View Family Practice Center,105 W Main Street,Valley View,Pennsylvania,17983,Schuylkill,0,0,0,3,0,0,POINT (-76.520364 40.647776)
390,WellSpan Family Medicine-Stonebridge,13515 Wolfe Rd,New Freedom,PA,17349,York,0,0,0,19,0,0,POINT (-76.662289 39.774663)
391,Glendale Area Med Assoc Inc,850 Main Street PO Box 375,Coalport,Pennsylvania,16627,Clearfield,0,1,0,71,33,0,POINT (-78.535026 40.747725)
392,Berks County SHC,625 Cherry Street,Reading,Pennsylvania,19602,Berks,0,0,0,3,90,0,POINT (-75.924458 40.334634)
393,Fox Chase Cancer Center Buckingham,2365 Heritage Center Drive,Furlong,Pennsylvania,18925,Bucks,0,0,0,1,9,0,POINT (-75.08428 40.29061)
394,Dialysis Clinic Inc-Pittsburgh,3412 Babcock Boulevard,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,0,1,0,0,POINT (-80.023408 40.538434)
395,Safe Care Express PLLC,1802 STATE HILL ROAD,Wyomissing,Pennsylvania,19610,Berks,0,0,0,12,1262,0,POINT (-75.975109 40.338718)
396,UPMC Wellsboro,32-36 Central Ave UMC Wellsboro Pharmacy,Wellsboro,Pennsylvania,16901,Tioga,9,6,0,168,1,115,POINT (-77.298997 41.745192)
397,Genoa Healthcare 20348,807 Lawn Ave,Sellersville,Pennsylvania,18960,Bucks,0,0,0,13,7,0,POINT (-75.32722 40.364441)
398,Fresenius Kidney Cre Sth Allentwn,2820 Mitchell Ave.,Allentown,Pennsylvania,18103,Lehigh,0,0,0,2,0,0,POINT (-75.481033 40.560689)
399,GIANT PHARMACY-6330,301 TOWN CENTER BLVD,EASTON,PA,18040,Northampton,0,0,0,25,1237,36,POINT (-75.221014 40.712285)
400,KRHC-Mountain Top Area Med Center,402 East Sycamore Road PO Box 398,Snow Shoe,Pennsylvania,16874,Centre,0,0,0,46,0,9,POINT (-77.940833 41.026651)
401,Guthrie Medical Group-Towanda,132 Colonial Drive,Towanda,Pennsylvania,18848,Bradford,19,0,0,193,133,3,POINT (-76.452357 41.782525)
402,Penn Highlands DuBois,100 Hospital Ave,Du Bois,Pennsylvania,15801,Clearfield,1,0,0,1,84,0,POINT (-78.775736 41.114349)
403,Penn State Health Cmty Vax Site-Berks,2400 Bernville Road,Reading,Pennsylvania,19605,Berks,32,6,0,54,5,0,POINT (-75.970548 40.374401)
404,Family First Health-George Street Center,116 South George Street,York,Pennsylvania,17401,York,1,0,0,50,41,0,POINT (-76.726805 39.960757)
405,Lehigh Family and Geriatric Associates,428 South 7th Street,Lehighton,Pennsylvania,18235,Carbon,0,0,0,8,48,0,POINT (-75.717784 40.8267)
406,Hamilton Health Center,110 South 17th Street,Harrisburg,Pennsylvania,17104,Dauphin,10,171,0,33,21,55,POINT (-76.863982 40.265624)
407,Liberty Dialysis-Hopewell,400 Corporation Drive,Aliquippa,Pennsylvania,15001,Beaver,0,0,0,0,0,1,POINT (-80.271266 40.560637)
408,Trilogy Mission Rx LLC dba PCA Pbg,307 23rd Street Extension,SHARPSBURG,Pennsylvania,15215,Allegheny,0,0,0,23,47,0,POINT (-79.910239 40.495161)
409,Franklin County SHC,375 Floral Avenue,Chambersburg,Pennsylvania,172013494,Franklin,0,0,0,0,50,0,POINT (-77.655995 39.928458)
410,LCH Health and Community Services,731 West Cypress Street,Kennett Square,Pennsylvania,19348,Chester,0,0,0,26,331,0,POINT (-75.722913 39.844136)
411,FPC-Mill Hall Family Practice Center,7133 Nittany Valley Drive,Mill Hall,Pennsylvania,17751,Clinton,0,0,0,0,1,0,POINT (-77.489442 41.064719)
412,PHN-Sharon Medical Group-Suite 2,63 Pitt St,Sharon,Pennsylvania,16146,Mercer,2,0,0,31,58,0,POINT (-80.507917 41.23373)
413,Diamond Drugs Inc dba Diamond Pharm Svc,645 Kolter Drive,Indiana,Pennsylvania,15701,Indiana,0,0,0,0,102,0,POINT (-79.17264 40.608775)
414,Value Specialty Pharmacy,1333 Plank Road,Duncansville,Pennsylvania,16635,Blair,0,0,0,106,404,70,POINT (-78.598168 40.47812)
415,Holy Redeemer Hosp and Med Cntr,1648 Huntingdon Pike Attn: Pharmacy Dept,Meadowbrook,Pennsylvania,19046,Montgomery,0,0,0,957,166,400,POINT (-75.081101 40.108944)
416,Penn Highlands Community Pharmacy,621 S. Main St.,Du Bois,Pennsylvania,15801,Clearfield,0,0,0,2,0,0,POINT (-78.773334 41.113896)
417,Keystone Community Health Services,111 Chambers Hill Drive,Chambersburg,Pennsylvania,17201,Franklin,1,1,0,150,388,0,
418,Chester County Health Dept,601 Westtown Road Personal Health Service,West Chester,Pennsylvania,19382,Chester,18,17,0,936,110,0,POINT (-75.584731 39.957921)
419,Eden Park Pediatrics-Lancaster,1725 A  Oregon Pike,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,6,187,0,POINT (-76.29972 40.072046)
420,Genoa Healthcare 00135,378 W CHESTNUT ST,Washington,Pennsylvania,15301,Washington,0,0,0,0,90,0,POINT (-80.254028 40.171386)
421,FPC-Hershey Family Practice Center,3003 Elizabethtown Road,Hershey,Pennsylvania,17033,Dauphin,0,0,0,0,7,0,POINT (-76.623498 40.235368)
422,Highlds Hth Laurel Hghlns Free Cha,"315 Locust St, 2nd Floor",Johnstown,Pennsylvania,15901,Cambria,0,0,0,0,64,965,POINT (-78.920587 40.327188)
423,Family Pharmacy of  Jessup,128 Constitution Ave,Jessup,Pennsylvania,18434,Lackawanna,0,0,0,0,13,182,POINT (-75.573827 41.476213)
424,My Care Now LLC,90 Beaver Drive Building C,Du Bois,Pennsylvania,15801,Clearfield,0,0,0,0,18,0,POINT (-78.749069 41.122792)
425,Wellspan Fam Med West Cornwall,101 Fairview Circle,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,1,167,0,POINT (-76.434564 40.282035)
426,Functional Health Center-Phoenix Contact,586 Fulling Mill Rd,Middletown,Pennsylvania,17057,Dauphin,0,0,0,2,1,0,POINT (-76.75007 40.229379)
427,Heritage Valley Health System-Beaver,1000 Dutch Ridge Road,Beaver,Pennsylvania,15009,Beaver,8,13,0,20,19,0,POINT (-80.324352 40.710345)
428,Lanap and Implant Ctr of PA,184 West Main Street Bldg 200,Collegeville,Pennsylvania,19426,Montgomery,0,0,0,0,0,26,POINT (-75.46951 40.195953)
429,AHN-SVMG Edinboro Medical Center,450 Erie Street,Edinboro,Pennsylvania,16412,Erie,0,0,0,12,8,0,POINT (-80.128347 41.882091)
430,Johnsons Pharmaceutical Srvs-W Mifflin,2000 CLAIRTON RD,West Mifflin,Pennsylvania,15122,Allegheny,0,0,0,1,0,0,POINT (-79.936288 40.335236)
431,SLUHHN-Sacred Heart Campus,421 Chew St,Allentown,Pennsylvania,18102,Lehigh,0,0,0,15,194,0,POINT (-75.468045 40.607987)
432,OAKSIDE CARE PHARMACY,440 LEHIGH ST,Reading,Pennsylvania,19601,Berks,0,0,0,294,26,464,POINT (-75.948219 40.354269)
433,Lower Merion Family Medicine,145 N. Narberth Ave 1st Fl,Narberth,Pennsylvania,19072,Montgomery,0,0,0,0,271,0,POINT (-75.260547 40.006722)
434,Gray Medical Associates,1599 Somerset Avenue,Windber,Pennsylvania,15963,Somerset,0,0,0,1,20,12,POINT (-78.829086 40.235339)
435,Bethlehem Health Bureau,10 East Church Street,Bethlehem,Pennsylvania,18018,Lehigh,0,0,0,3,70,1217,POINT (-75.37845 40.618703)
436,Nemours DuPont Pediatrics-Villanova,789 East Lancaster Avenue,Villanova,Pennsylvania,19085,Delaware,0,0,0,0,46,198,POINT (-75.350869 40.036235)
437,AHN-SVMG Corry,315 York Street Corry,Corry,Pennsylvania,16407,Erie,0,0,0,0,48,0,POINT (-79.652715 41.923926)
438,Total Access Medical LLC W Chester Off,1450 E. Boot Rd.,West Chester,Pennsylvania,19380,Chester,0,0,0,35,1,6,POINT (-75.555576 39.990445)
439,St Mary Medical Center,St. Mary Medical Center Pharmacy 1201 Langhorne-Newtown Rd,Langhorne,Pennsylvania,19047,Bucks,0,0,0,71,846,0,
440,Holisticare Hospice LLC,685 KROMER AVE,Berwyn,Pennsylvania,19312,Chester,0,0,0,1,0,0,POINT (-75.44293 40.049083)
441,Mount Nittany Medical Center,PHARMACY DEPT 1800 EAST PARK AVENUE,State College,Pennsylvania,16803,Centre,0,0,0,82,0,0,
442,VDI-Mainline Pharmacy-Somerset,168 West Main St,Somerset,Pennsylvania,15501,Somerset,0,0,0,0,2351,1986,POINT (-79.080619 40.008446)
443,VDI-Village Pharmacy Bessemer,1624 E Poland Rd,Bessemer,Pennsylvania,16112,Lawrence,0,0,0,0,219,0,POINT (-80.469431 40.975793)
444,Guthrie Pediatric Center-Sayre,1011 North Elmer Avenue,Sayre,Pennsylvania,18840,Bradford,0,0,0,0,23,0,POINT (-76.528325 41.995984)
445,Parvins Pharmacy,30 N Bryn Mawr Avenue,Bryn Mawr,Pennsylvania,19010,Delaware,1,0,0,0,0,0,POINT (-75.317334 40.021684)
446,Ware Medical Associates,2901 Dutton Mill Rd,Aston,Pennsylvania,19014,Delaware,0,0,0,0,10,0,POINT (-75.419824 39.857646)
447,Oasis Lifecare LLC,1526 Martin Street,State College,Pennsylvania,16803,Centre,0,0,0,8,13,0,POINT (-77.891815 40.804844)
448,Family First Health-Gettysburg Center,Peebles Plaza 1275-17 York Road,Gettysburg,Pennsylvania,17325,Adams,0,0,0,15,0,0,
449,The Medicine Shoppe-York,1698 S QUEEN ST,York,Pennsylvania,17403,York,0,0,0,0,1559,176,POINT (-76.705379 39.942899)
450,SLUHN-Upper Bucks Campus,3000 St. Luke,Quakertown,Pennsylvania,18951,Bucks,0,0,0,0,225,0,
451,Keystone Family Medicine Chambersburg,820 Fifth Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,10,0,4,7,0,POINT (-77.645016 39.945085)
452,Integrated Medical Group PC-Pine Grove,8 Oak Grove Road,Pine Grove,Pennsylvania,17963,Schuylkill,0,0,0,0,46,0,POINT (-76.395667 40.558478)
453,VDI Prim Cre Pharm Srvcs Inc,27 Heckel Road,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,34,0,42,4,100,POINT (-80.092812 40.472378)
454,Fresenius Kidney Care West Pennsylvania,5124 Liberty Ave,Pittsburgh,Pennsylvania,15224,Allegheny,0,0,0,0,6,0,POINT (-79.942557 40.458215)
455,Lebanon Pharmacy,990 ISABEL DR,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,0,808,3,POINT (-76.423477 40.315926)
456,Yorktown Pharmacy,8110 Old York Road,Elkins Park,Pennsylvania,19027,Montgomery,0,0,0,4,410,353,POINT (-75.127344 40.077038)
457,East Suburban Pediatrics-Norwin,40 Lincoln Way,North Huntingdon,Pennsylvania,15642,Westmoreland,0,0,0,52,59,0,POINT (-79.741421 40.330707)
458,Mats Pharmacy and Medical Supply,701 Bristol Pike,Croydon,Pennsylvania,19021,Bucks,0,0,0,0,1,10,POINT (-74.90732 40.093991)
459,Wellspan Family Med-Hlth Campus 1st Fl,12 St. Paul Drive,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,11,0,0,POINT (-77.634763 39.943292)
460,Lanc Pediatric Assoc-Willow Street,222 Willow Valley Lakes Dr,Willow Street,Pennsylvania,17584,Lancaster,0,0,0,0,6,0,POINT (-76.273722 39.986442)
461,Tower Health-Exeter Int Med THMG,4885 DeMoss Road,Reading,Pennsylvania,19606,Berks,0,0,0,0,93,54,POINT (-75.856381 40.305944)
462,Millersburg Pharmacy Inc,242 Market Street,Millersburg,Pennsylvania,17061,Dauphin,0,0,0,0,349,4,POINT (-76.961391 40.539661)
463,Stauffers of Kissel Hill Pharmacy,301 Rohrerstown Rd,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,132,306,49,POINT (-76.362954 40.046823)
464,WellSpan Fam Med-Stony Brook,4222 Lincoln Hwy,York,PA,17406,York,0,0,0,0,52,0,POINT (-76.630695 39.996212)
465,LVPG-Fam and Internal Med Bethlehem Twp,2101 Emrick Blvd,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,0,0,1,1,0,POINT (-75.290931 40.651956)
466,LGH-Abbeyville Family Medicine,101 Abbeyville Road,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,2,58,0,POINT (-76.335501 40.035558)
467,Norristown Hlth Cntr-Montgom Cnty,1430 DeKalb Street 2nd Floor,Norristown,Pennsylvania,19404,Montgomery,10,0,0,273,60,3543,POINT (-75.332915 40.123731)
468,The Medicine Center,2209 Macdade Blvd,Holmes,Pennsylvania,19043,Delaware,0,0,0,380,86,99,POINT (-75.309446 39.897997)
469,Wellspan Pediatrics-Queen St,2050 South Queen Street,York,Pennsylvania,17403,York,0,0,0,0,12,0,POINT (-76.694325 39.938906)
470,VILLAGE PHARMACY AT SPRING HOUSE,1121 N. Bethlehem Pike,Spring House,Pennsylvania,19477,Montgomery,0,0,0,10,36,5,POINT (-75.22502 40.189842)
471,Select Specialty Hospital-Central PA,503 N 21st street 5th floor,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,0,4,0,POINT (-76.923468 40.25141)
472,KRVF LLC (DBA-Shenandoah Pharmacy),33 N Main Street,Shenandoah,Pennsylvania,17976,Schuylkill,0,0,0,0,2148,0,POINT (-76.201315 40.820797)
473,Tower Health-Brandywine Hospital,201 Reeceville Road,Coatesville,Pennsylvania,19320,Chester,0,0,0,0,295,420,POINT (-75.790263 40.009586)
474,GIANT PHARMACY-6294,1255 CARLISLE ROAD,YORK,PA,17404,York,0,0,0,30,911,206,POINT (-76.768499 39.964257)
475,Tri-County Pediatrics Southampton,729 Grove Avenue,Southampton,Pennsylvania,18966,Bucks,0,0,0,0,234,459,POINT (-75.045071 40.175966)
476,UPMC Prim Cre Ctr Turtle Creek,108 Penn Plaza,Turtle Creek,Pennsylvania,15145,Allegheny,0,0,0,0,248,0,POINT (-79.82636 40.405554)
477,Mead Avenue Family Practice,1086 Mead Avenue,Corry,Pennsylvania,16407,Erie,0,0,0,12,0,0,POINT (-79.644902 41.935633)
478,Harleysville Medical Associates,176 Main Street,Harleysville,Pennsylvania,19438,Montgomery,0,0,0,1,3,0,POINT (-75.368897 40.262629)
479,UPMC Williamsport Regional Med Ctr,700 High Street,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,0,377,160,POINT (-77.014432 41.24547)
480,AHN-AC IM AGH Internal Med,1307 Federal Street,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,0,18,0,POINT (-80.007192 40.457198)
481,GEISINGER-LEWISTOWN HOSPITAL,400 Highland Ave Pharmacy Dept. 6th floor,Lewistown,Pennsylvania,17044,Mifflin,1,0,0,99,156,479,POINT (-77.567402 40.617853)
482,Wellmon Medical Associates,93 Progress Blvd,Shippensburg,Pennsylvania,17257,Cumberland,0,0,0,0,244,0,POINT (-77.493632 40.064845)
483,Suburban Fam Med at Norristown,2705 Dekalb Pike,Norristown,Pennsylvania,19401,Montgomery,0,0,0,0,26,4,POINT (-75.315271 40.138979)
484,Uniontown Hospital,500 West Berkeley Street,Uniontown,Pennsylvania,15401,Fayette,5,0,0,158,0,1607,POINT (-79.737619 39.901996)
485,Metro Community Health Center,1789 South Braddock  Avenue,Pittsburgh,Pennsylvania,15218,Allegheny,0,1,0,158,184,0,POINT (-79.889539 40.426164)
486,DCI-Punxsutawney,158 Elmwood Dr,Punxsutawney,Pennsylvania,15767,Jefferson,0,0,0,1,2,0,POINT (-78.997381 40.961)
487,DR MOLLY TROSTLE DO INTERNAL MEDICINE,881 Hills Plaza Dr,Ebensburg,Pennsylvania,15931,Cambria,0,0,0,1,155,0,POINT (-78.75919 40.469523)
488,UPMC-CHANTZ BIEDRZYCKI ASSOC,100 Delafield Road,Pittsburgh,Pennsylvania,15215,Allegheny,0,0,0,0,31,0,POINT (-79.897328 40.489519)
489,PSH Cmty Vax Site-Cumberland,431 N 21st Street,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,0,158,20,POINT (-76.923519 40.251462)
490,Riccio Family Pharmacy,2217 Bristol Pike,Bensalem,Pennsylvania,19020,Bucks,0,0,0,140,123,0,POINT (-74.950644 40.077534)
491,PM LGHP-Family Medicine Red Rose,955 East King Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,5,60,0,POINT (-76.284565 40.039976)
492,Newtown Medical Group,1703 Langhorne Newtown Rd,Langhorne,Pennsylvania,19047,Bucks,0,0,0,26,0,0,POINT (-74.931425 40.215479)
493,GIANT PHARMACY-6051,141 EAST SWEDESFORD ROAD,EXTON,PA,19341,Chester,0,0,0,55,2282,67,POINT (-75.62932 40.033335)
494,GIANT PHARMACY-6519,4275 COUNTY LINE RD,Chalfont,Pennsylvania,18914,Bucks,0,0,0,75,1227,0,POINT (-75.226544 40.26473)
495,St Lukes Allentown Campus,1736 HAMILTON BLVD Inpatient Pharmacy - 2nd Floor,Allentown,Pennsylvania,18104,Lehigh,0,1,0,10,31,0,
496,Delaware County SHC,151 West 5th Street,Chester,Pennsylvania,19013,Delaware,0,0,0,0,9,0,POINT (-75.362854 39.846944)
497,Stauffers LTC Pharm Nw Holland 2,147 E Main St,New Holland,Pennsylvania,17557,Lancaster,0,0,0,0,147,0,POINT (-76.088241 40.102812)
498,Famcare Pharmacy,1429 BURGETTSTOWN PLAZA,Burgettstown,Pennsylvania,15021,Washington,0,0,0,0,172,86,POINT (-80.392961 40.381549)
499,AHN Ped Ped Alliance St Clair,1580 Mclaughlin Run Rd Pine Bridge Commons,Pittsburgh,Pennsylvania,15241,Allegheny,0,0,0,68,330,0,
500,Giant Eagle Pharmacy LTC #0249,6204 State Route 30 Suite A,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,4,0,0,POINT (-79.592831 40.305646)
501,AHN-SVMG McClelland Family Practice,2240 East 38th Street,Erie,Pennsylvania,16510,Erie,0,0,0,3,32,0,POINT (-80.017741 42.120292)
502,Margiotti and Kroll Pedia Newtwn,671 Newtown-Yardley Rd.,Newtown,Pennsylvania,18940,Bucks,0,0,0,0,258,740,POINT (-74.920435 40.229428)
503,UPMC Susquehanna Hlth Fam Medic,UPMC-SH Lock Haven Family Med 610 High Street,Lock Haven,Pennsylvania,17745,Clinton,0,0,0,9,531,0,
504,SCI-Pine Grove,189 Fyock Rd,Indiana,Pennsylvania,15701,Indiana,0,0,0,7,41,200,POINT (-79.102396 40.647316)
505,AHOLD USA-GIANT PHARMACY-6243,CEDAR CREST AND TILGHMAN,ALLENTOWN,PA,18104,Lehigh,0,0,0,77,780,860,
506,GIANT PHARMACY-6310,830 NORTH US 15,DILLSBURG,PA,17019,York,0,0,0,13,797,0,POINT (-77.020421 40.13036)
507,UPMC Passavant Cranberry,1 St Francis Way,Cranberry Twp,Pennsylvania,16066,Butler,1,1,0,116,45,39,
508,FPC Mifflintown Fam Prac Cntr,2813 Industrial Park Road,Mifflintown,Pennsylvania,17059,Juniata,0,0,0,10,133,131,POINT (-77.368467 40.583695)
509,Family Health Associates Kenneth Rd,1689 Kenneth Road,York,Pennsylvania,17408,York,0,0,0,610,7,20,POINT (-76.773138 39.977559)
510,Lancaster Health Center-Arch,304 North Water Street,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,18,7,0,POINT (-76.309347 40.042516)
511,AIDS Care Grp d/b/a Eddystone Comm Pha,1207B Chester Pike,Eddystone,Pennsylvania,19022,Delaware,2,0,0,0,0,0,POINT (-75.34728 39.863618)
512,Kennies Pharmacy-Spring Grove,440 N Main St,Spring Grove,Pennsylvania,17362,York,0,0,0,0,36,0,POINT (-76.862173 39.884416)
513,LGH-Downtown Family Medicine,540 North Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,1,25,3,0,POINT (-76.305302 40.046832)
514,VDI-Livingston Pharmacy,550 Miller Ave,Clairton,Pennsylvania,15025,Allegheny,0,0,0,0,659,0,POINT (-79.883134 40.293546)
515,Mikes Pharmacy,211 W. Washington Ave.,Myerstown,Pennsylvania,17067,Lebanon,0,0,0,0,1,0,POINT (-76.309949 40.376283)
516,Reinhardt Family Practice PC,1701 12th Ave Bldg G,Altoona,Pennsylvania,16601,Blair,0,0,0,42,181,0,POINT (-78.408041 40.512811)
517,UPMC-Altoona,620 HOWARD AVENUE,ALTOONA,PENNSYLVANIA,16601,Blair,5,4,0,597,413,100,POINT (-78.398184 40.521142)
518,Dao Pharmacy Inc. (DBA Rios Pharmacy),35 South Morton Ave.,Morton,Pennsylvania,19070,Delaware,0,0,0,0,9,0,POINT (-75.328135 39.906825)
519,Wellspan Fam Medic 222 W Fulton St,222 W Fulton St,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,0,4,0,POINT (-76.183361 40.180621)
520,Abraxas Leadership Dev Program,10058 South Mountain Road PO Box 354,South Mountain,Pennsylvania,17261,Franklin,0,0,0,0,1,0,
521,Marcus Hook Pharmacy,46 E 10th Street,Marcus Hook,Pennsylvania,19061,Delaware,0,0,0,24,51,369,POINT (-75.415915 39.82036)
522,West Perry Pharmacy,1102 MONTOUR ROAD,Loysville,Pennsylvania,17047,Perry,0,0,0,0,0,100,POINT (-77.339076 40.364063)
523,VDI-Stauffers Drug Store,149 E MAIN ST,New Holland,Pennsylvania,17557,Lancaster,0,0,0,2,190,25,POINT (-76.087448 40.103123)
524,Hyndman Area Health Center-Johnstown,203 College Park Plaza,Johnstown,Pennsylvania,15904,Cambria,0,0,0,0,9,0,POINT (-78.8488 40.276966)
525,Bucks Family Medicine,2346 Trenton Road,Levittown,Pennsylvania,19056,Bucks,0,0,0,0,46,0,POINT (-74.883012 40.163569)
526,Comprehensive Hlth Srvs Lehigh Valley,1627 Chew St 3rd Floor Green Elevator,Allentown,Pennsylvania,18102,Lehigh,0,0,0,11,2,0,
527,Centennial Pharmacy Services,1020 N Delaware Avenue,Philadelphia,Pennsylvania,19125,Philadelphia,0,0,0,0,45,0,POINT (-75.132334 39.965723)
528,LGH-WALTER L. AUMENT FAMILY HC,317  Chestnut Street,Quarryville,Pennsylvania,17566,Lancaster,0,0,0,0,5,0,POINT (-76.169639 39.892638)
529,SCI-Greene,169 Progress Dr.,Waynesburg,Pennsylvania,15370,Greene,0,0,0,0,6,160,POINT (-80.13795 39.900674)
530,Cornrste Cre Com Hth Ctr Burgettstn,1227 Smith Township State Road,Burgettstown,Pennsylvania,15021,Washington,0,0,0,0,53,0,POINT (-80.358781 40.323946)
