,Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
397,FPC-Valley View Family Practice Center,105 W Main Street,Valley View,Pennsylvania,17983,Schuylkill,0,0,0,3,0,0,POINT (-76.520364 40.647776)
398,Impact Health,489 Shoemaker Road,King of Prussia,Pennsylvania,19406,Montgomery,0,33,0,171,30,558,POINT (-75.353077 40.082452)
399,Dialysis Clinic Inc-Pittsburgh,3412 Babcock Boulevard,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,0,1,0,0,POINT (-80.023408 40.538434)
400,Mt Bethel Pharmacy,2165 mt bethel highway,Mount Bethel,Pennsylvania,18343,Northampton,0,24,0,0,0,1030,POINT (-75.119975 40.898051)
401,UPMC Passavant Cranberry,1 St Francis Way,Cranberry Twp,Pennsylvania,16066,Butler,1,1,0,116,45,39,
402,Gettysburg Family Practice,524 S Washington Street,Gettysburg,PA,17325,Adams,0,0,0,292,131,0,POINT (-77.233227 39.824074)
403,Guthrie Pediatric Center-Sayre,1011 North Elmer Avenue,Sayre,Pennsylvania,18840,Bradford,0,0,0,0,100,0,POINT (-76.528325 41.995984)
404,AHN-SVMG Edinboro Medical Center,450 Erie Street,Edinboro,Pennsylvania,16412,Erie,0,0,0,12,8,0,POINT (-80.128347 41.882091)
405,AHOLD USA-GIANT PHARMACY 6014,1278 S MARKET STREET,ELIZABETHTOWN,PA,17022,Lancaster,0,0,0,124,443,90,POINT (-76.589655 40.139887)
406,Margiotti and Kroll Pedia Newtwn,671 Newtown-Yardley Rd.,Newtown,Pennsylvania,18940,Bucks,0,0,0,0,258,740,POINT (-74.920435 40.229428)
407,UPMC-Kane Community Hospital,4372 Rt 6,Kane,Pennsylvania,16735,McKean,0,0,0,8,53,204,POINT (-78.731025 41.673401)
408,Small Town Pharmacy 2,80 W. Germantown Pike,Norristown,Pennsylvania,19401,Montgomery,0,0,0,12,422,328,POINT (-75.318331 40.14513)
409,Penn Highlands DuBois,100 Hospital Ave,Du Bois,Pennsylvania,15801,Clearfield,1,0,0,1,84,0,POINT (-78.775736 41.114349)
410,Penn State Health Cmty Vax Site-Berks,2400 Bernville Road,Reading,Pennsylvania,19605,Berks,32,6,0,54,5,0,POINT (-75.970548 40.374401)
411,Family First Health-George Street Center,116 South George Street,York,Pennsylvania,17401,York,1,0,0,50,41,0,POINT (-76.726805 39.960757)
412,Lehigh Family and Geriatric Associates,428 South 7th Street,Lehighton,Pennsylvania,18235,Carbon,0,0,0,8,48,0,POINT (-75.717784 40.8267)
413,Trilogy Mission Rx LLC dba PCA Pbg,307 23rd Street Extension,SHARPSBURG,Pennsylvania,15215,Allegheny,0,0,0,23,47,0,POINT (-79.910239 40.495161)
414,My Care Now LLC,90 Beaver Drive Building C,Du Bois,Pennsylvania,15801,Clearfield,0,0,0,0,18,0,POINT (-78.749069 41.122792)
415,Wellspan Fam Med Philadelphia Ave,3106 Philadelphia Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,59,594,0,POINT (-77.627048 39.976763)
416,FPC-Mill Hall Family Practice Center,7133 Nittany Valley Drive,Mill Hall,Pennsylvania,17751,Clinton,0,0,0,0,1,0,POINT (-77.489442 41.064719)
417,Wellspan Family Medicine Hayshire,2775 North George Street,York,Pennsylvania,17406,York,0,0,0,0,247,0,POINT (-76.733148 40.005186)
418,Diamond Drugs Inc dba Diamond Pharm Svc,645 Kolter Drive,Indiana,Pennsylvania,15701,Indiana,0,0,0,0,102,0,POINT (-79.17264 40.608775)
419,Penn Highlands Community Pharmacy,621 S. Main St.,Du Bois,Pennsylvania,15801,Clearfield,0,0,0,2,0,0,POINT (-78.773334 41.113896)
420,Family Pharmacy of  Jessup,128 Constitution Ave,Jessup,Pennsylvania,18434,Lackawanna,0,0,0,0,13,182,POINT (-75.573827 41.476213)
421,Newtown Medical Group,1703 Langhorne Newtown Rd,Langhorne,Pennsylvania,19047,Bucks,0,0,0,47,0,0,POINT (-74.931425 40.215479)
422,McCracken Pharmacy,595 east high street,Waynesburg,Pennsylvania,15370,Greene,0,0,0,0,161,0,POINT (-80.179359 39.896359)
423,FPC-Hershey Family Practice Center,3003 Elizabethtown Road,Hershey,Pennsylvania,17033,Dauphin,0,0,0,0,7,0,POINT (-76.623498 40.235368)
424,PHN-Sharon Medical Group-Suite 2,63 Pitt St,Sharon,Pennsylvania,16146,Mercer,2,0,0,31,58,0,POINT (-80.507917 41.23373)
425,MedsPack LLC,5006 E Trindle Road,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,0,116,434,POINT (-76.970687 40.225635)
426,VDI-Ferri Pharmacy,3907 Old William Penn Hwy,Murrysville,Pennsylvania,15668,Westmoreland,0,0,0,162,12,30,POINT (-79.69724 40.428342)
427,Fresenius Kidney Cre Sth Allentwn,2820 Mitchell Ave.,Allentown,Pennsylvania,18103,Lehigh,0,0,0,19,0,0,POINT (-75.481033 40.560689)
428,Functional Health Center-Phoenix Contact,586 Fulling Mill Rd,Middletown,Pennsylvania,17057,Dauphin,0,0,0,2,1,0,POINT (-76.75007 40.229379)
429,VDI-Choice Family Pharmacy Inc,8 South Sixth St,Mc Sherrystown,Pennsylvania,17344,Adams,0,0,0,55,1177,0,POINT (-77.013373 39.806087)
430,Heritage Valley Health System-Beaver,1000 Dutch Ridge Road,Beaver,Pennsylvania,15009,Beaver,8,13,0,20,19,0,POINT (-80.324352 40.710345)
431,Main Line Health-Bryn Mawr Hospital,130 S. Bryn Mawr Ave,Bryn Mawr,Pennsylvania,19010,Delaware,0,0,0,0,5,0,POINT (-75.320412 40.018576)
432,Johnsons Pharmaceutical Srvs-W Mifflin,2000 CLAIRTON RD,West Mifflin,Pennsylvania,15122,Allegheny,0,0,0,1,0,0,POINT (-79.936288 40.335236)
433,Chester County Health Dept,601 Westtown Road Personal Health Service,West Chester,Pennsylvania,19382,Chester,18,17,0,936,110,0,POINT (-75.584731 39.957921)
434,AHN-Pediatrics Edgewood,1789 South Braddock Avenue Edgewood Towne Center,Pittsburgh,Pennsylvania,15218,Allegheny,0,0,0,0,306,0,
435,Oasis Lifecare LLC,1526 Martin Street,State College,Pennsylvania,16803,Centre,0,0,0,8,13,0,POINT (-77.891815 40.804844)
436,Ashlex Inc DBAThe Med Shoppe 1435,1770 Pine Hollow Rd,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,0,0,0,11,0,POINT (-80.10127 40.47643)
437,Total Access Medical LLC W Chester Off,1450 E. Boot Rd.,West Chester,Pennsylvania,19380,Chester,0,0,0,35,1,6,POINT (-75.555576 39.990445)
438,Perry Drug Store,301 INDEPENDENCE STREET PO BOX 314,Perryopolis,Pennsylvania,15473,Fayette,0,0,0,0,68,127,POINT (-79.750317 40.087084)
439,Mansfield Laurel Health Center,416 South Main St,Mansfield,Pennsylvania,16933,Tioga,0,0,0,0,191,0,POINT (-77.075191 41.795338)
440,Holisticare Hospice LLC,685 KROMER AVE,Berwyn,Pennsylvania,19312,Chester,0,0,0,1,0,0,POINT (-75.44293 40.049083)
441,Parvins Pharmacy,30 N Bryn Mawr Avenue,Bryn Mawr,Pennsylvania,19010,Delaware,1,0,0,0,0,0,POINT (-75.317334 40.021684)
442,Ware Medical Associates,2901 Dutton Mill Rd,Aston,Pennsylvania,19014,Delaware,0,0,0,0,10,0,POINT (-75.419824 39.857646)
443,Family First Health-Gettysburg Center,Peebles Plaza 1275-17 York Road,Gettysburg,Pennsylvania,17325,Adams,0,0,0,15,0,0,
444,Palmer Pharmacy LLC,738 Little Deer Creek Valley Road,Russellton,Pennsylvania,15076,Allegheny,0,0,0,104,0,0,POINT (-79.833802 40.617588)
445,Yough Valley Pharmacy,511 Williams Street,Confluence,PA,15424,Somerset,0,0,0,0,109,0,POINT (-79.356877 39.811686)
446,Medicine Shoppe Pharmacy-353,2665 Brodhead Road,Aliquippa,Pennsylvania,15001,Beaver,0,0,0,0,183,0,POINT (-80.281141 40.604942)
447,Keystone Family Medicine Chambersburg,820 Fifth Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,10,0,4,7,0,POINT (-77.645016 39.945085)
448,Integrated Medical Group PC-Pine Grove,8 Oak Grove Road,Pine Grove,Pennsylvania,17963,Schuylkill,0,0,0,0,46,0,POINT (-76.395667 40.558478)
449,Mead Avenue Family Practice,1086 Mead Avenue,Corry,Pennsylvania,16407,Erie,0,0,0,12,0,0,POINT (-79.644902 41.935633)
450,The Hometown Pharmacy-Beaver,4969 Tuscarawas Road,Beaver,Pennsylvania,15009,Beaver,0,0,0,0,402,0,POINT (-80.405775 40.706052)
451,Fresenius Kidney Care West Pennsylvania,5124 Liberty Ave,Pittsburgh,Pennsylvania,15224,Allegheny,0,0,0,0,6,0,POINT (-79.942557 40.458215)
452,Stauffers LTC Pharm Nw Holland 2,147 E Main St,New Holland,Pennsylvania,17557,Lancaster,0,0,0,0,261,0,POINT (-76.088204 40.102826)
453,Amudipes Behavioral Health,59 East Baltimore Avenue,Clifton Heights,Pennsylvania,19018,Delaware,0,0,0,799,846,490,POINT (-75.295526 39.929875)
454,Mats Pharmacy and Medical Supply,701 Bristol Pike,Croydon,Pennsylvania,19021,Bucks,0,0,0,0,1,10,POINT (-74.90732 40.093991)
455,Wellspan Family Med-Hlth Campus 1st Fl,12 St. Paul Drive,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,11,0,0,POINT (-77.634763 39.943292)
456,Lanc Pediatric Assoc-Willow Street,222 Willow Valley Lakes Dr,Willow Street,Pennsylvania,17584,Lancaster,0,0,0,0,6,0,POINT (-76.273722 39.986442)
457,Laurel Pediatric Associates Inc,323 Budfield Street,Johnstown,Pennsylvania,15904,Cambria,5,0,0,292,73,2323,POINT (-78.845877 40.268888)
458,UPMC Hamot,201 State St,Erie,Pennsylvania,16507,Erie,0,0,0,0,753,0,POINT (-80.087825 42.133331)
459,Riccio Family Pharmacy,2217 Bristol Pike,Bensalem,Pennsylvania,19020,Bucks,0,0,0,140,123,0,POINT (-74.950644 40.077534)
460,LVPG-Fam and Internal Med Bethlehem Twp,2101 Emrick Blvd,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,0,0,1,1,0,POINT (-75.290931 40.651956)
461,Contract Pharmacy Services,125 Titus Avenue,Warrington,Pennsylvania,18976,Bucks,0,0,0,11,52,69,POINT (-75.144695 40.218614)
462,Cornerstone Coord Health Care LLC,40 West Frack Street,Frackville,Pennsylvania,17931,Schuylkill,0,0,0,12,301,0,POINT (-76.231962 40.784825)
463,FPC Lewisbry Red Cedar Fam Prac Ctr,689 Yorktown Rd,Lewisberry,Pennsylvania,17339,York,0,0,0,0,4,0,POINT (-76.82646 40.16152)
464,Passport Health,847 Easton Rd Suite 2800,Warrington,Pennsylvania,18976,Bucks,0,0,0,490,152,0,POINT (-75.13659 40.237388)
465,Select Specialty Hospital-Central PA,503 N 21st street 5th floor,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,0,4,0,POINT (-76.923468 40.25141)
466,VDI-Blandon Pharmacy,104 Anna Ave,Blandon,Pennsylvania,19510,Berks,0,0,0,32,171,0,POINT (-75.868489 40.44312)
467,Compliance Navig Specs DBA CNS Occ,58 Copperfield Cir,Lititz,Pennsylvania,17543,Lancaster,0,0,0,387,1049,672,POINT (-76.308136 40.173964)
468,Wellspan Family Medicine-Crossroads,4131 Oregon Pike,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,9,42,36,POINT (-76.219722 40.128786)
469,Heritage Valley Hlth Sys Sewickley,720 Blackburn Road,Sewickley,Pennsylvania,15143,Allegheny,0,0,0,0,58,26,POINT (-80.178759 40.54352)
470,Mont Cty EMS Off Public Safety,EOC-50 Eagleville Road,Norristown,Pennsylvania,19403,Montgomery,1,2,0,218,3,84,POINT (-75.418787 40.158189)
471,UPMC Prim Cre Ctr Turtle Creek,108 Penn Plaza,Turtle Creek,Pennsylvania,15145,Allegheny,0,0,0,0,248,0,POINT (-79.82636 40.405554)
472,Tri-County Pediatrics Southampton,729 Grove Avenue,Southampton,Pennsylvania,18966,Bucks,0,0,0,0,234,459,POINT (-75.045071 40.175966)
473,WellSpan OB/GYN-Stony Brook,"4222 E Market St, Lincoln Hwy",York,Pennsylvania,17406,York,0,0,0,18,58,0,
474,LGHP Manor Ridge Fam Med Downtwn,701 North Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,0,10,0,POINT (-76.30574 40.049158)
475,Penn Medicine at Valley Forge,1001 Chesterbrook Blvd,Berwyn,Pennsylvania,19312,Chester,0,0,0,81,89,60,POINT (-75.463017 40.063566)
476,GVH Primary Care Harleysville,176 Main Street,Harleysville,Pennsylvania,19438,Montgomery,0,0,0,1,11,100,POINT (-75.368751 40.262499)
477,VILLAGE PHARMACY AT SPRING HOUSE,1121 N. Bethlehem Pike,Spring House,Pennsylvania,19477,Montgomery,0,0,0,10,36,5,POINT (-75.22502 40.189842)
478,KRVF LLC (DBA-Shenandoah Pharmacy),33 N Main Street,Shenandoah,Pennsylvania,17976,Schuylkill,0,0,0,0,2347,0,POINT (-76.201355 40.820954)
479,Sheehans Pharmacy,79 E. Carey Street,Plains,Pennsylvania,18705,Luzerne,0,0,0,498,125,444,POINT (-75.847586 41.2745)
480,Mainline Pharmacy-Hastings,317 Beaver St.,Hastings,Pennsylvania,16646,Cambria,0,0,0,0,1544,315,POINT (-78.712078 40.66563)
481,Famcare Pharmacy,1429 BURGETTSTOWN PLAZA,Burgettstown,Pennsylvania,15021,Washington,0,0,0,0,172,86,POINT (-80.392961 40.381549)
482,DCI-Punxsutawney,158 Elmwood Dr,Punxsutawney,Pennsylvania,15767,Jefferson,0,0,0,1,2,0,POINT (-78.997381 40.961)
483,UPMC CCP Grove City,1424 west main street,Grove City,Pennsylvania,16127,Mercer,0,0,0,0,300,0,POINT (-80.107354 41.167083)
484,DR MOLLY TROSTLE DO INTERNAL MEDICINE,881 Hills Plaza Dr,Ebensburg,Pennsylvania,15931,Cambria,0,0,0,1,155,0,POINT (-78.75919 40.469523)
485,Geisinger Community Medical Center,1822 Mulberry Street,Scranton,Pennsylvania,18510,Lackawanna,0,0,0,0,54,40,POINT (-75.645774 41.400642)
486,UPMC Pinnacle Harrisburg,RX DEPT 111 S FRONT ST,Harrisburg,Pennsylvania,17101,Dauphin,0,0,0,1199,1561,66,
487,Mikes Pharmacy,211 W. Washington Ave.,Myerstown,Pennsylvania,17067,Lebanon,0,0,0,0,1,0,POINT (-76.309949 40.376283)
488,AHN-Saint Vincent Hospital,PHARMACY DEPARTMENT 232 WEST 25TH STREET,Erie,Pennsylvania,16544,Erie,7,0,0,90,980,40,
489,UPMC-Horizon Greenville Campus,110 North Main Street,Greenville,Pennsylvania,16125,Mercer,0,0,0,7,100,880,POINT (-80.372201 41.411126)
490,GIANT PHARMACY-6271,14635 MT AIRY ROAD,SHREWSBURY,PA,17361,York,0,0,0,0,1323,57,POINT (-76.670992 39.773322)
491,Nemours DuPont Ped Collegeville,100 Campus Drive,Collegeville,Pennsylvania,19426,Montgomery,0,0,0,0,383,0,POINT (-75.467711 40.158904)
492,AHOLD USA-GIANT PHARMACY-6504,300 Lincoln Ave,East Stroudsburg,Pennsylvania,18301,Monroe,0,6,0,8,1636,421,POINT (-75.183418 40.992021)
493,VDI-Kevins Shop n Save Pharmacy,799 Castle Shannon Blvd,Pittsburgh,Pennsylvania,15234,Allegheny,0,0,0,0,2062,0,POINT (-80.028375 40.368323)
494,Harleysville Medical Associates,176 Main Street,Harleysville,Pennsylvania,19438,Montgomery,0,0,0,1,3,0,POINT (-75.368897 40.262629)
495,WHS-Fam Med California,300 Technology Drive,Coal Center,Pennsylvania,15423,Washington,0,0,0,4,3,30,POINT (-79.912331 40.056341)
496,Carlisle Pediatric Associates,804 Belvedere Street,Carlisle,Pennsylvania,17013,Cumberland,0,0,0,0,161,461,POINT (-77.204524 40.188582)
497,Wellspan Fam Medic 222 W Fulton St,222 W Fulton St,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,0,4,0,POINT (-76.183361 40.180621)
498,SLUHHN-Sacred Heart Campus,421 Chew St,Allentown,Pennsylvania,18102,Lehigh,0,0,0,15,194,0,POINT (-75.468045 40.607987)
499,Excela Health Westmoreland Hospital,532 West Pittsburgh Street,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,72,0,66,POINT (-79.555514 40.301317)
500,Genoa Healthcare-Reading,645 PENN ST,Reading,Pennsylvania,19601,Berks,0,0,0,17,474,0,POINT (-75.924467 40.335241)
501,Giant Eagle Pharmacy LTC #0249,6204 State Route 30 Suite A,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,4,0,0,POINT (-79.592831 40.305646)
502,AHOLD USA-GIANT PHARMACY-6287,1000 SCOTT TOWN CENTER,BLOOMSBURG,PA,17815,Columbia,4,0,0,1770,178,448,POINT (-76.435938 41.005763)
503,PHS UPMC Pinncle Carlisle Emp Hlth,361 Alexander Spring Rd,Carlisle,Pennsylvania,17015,Cumberland,0,6,0,125,108,0,POINT (-77.223007 40.184767)
504,Impact Health,1016 W 9th Ave,King of Prussia,Pennsylvania,19406,Montgomery,0,33,0,171,30,558,POINT (-75.415045 40.100754)
505,Abraxas Leadership Dev Program,10058 South Mountain Road PO Box 354,South Mountain,Pennsylvania,17261,Franklin,0,0,0,28,1,0,
506,Valley Discount Pharmacy,324 N 7th St,Allentown,Pennsylvania,18102,Lehigh,0,0,0,153,0,1010,POINT (-75.473844 40.606793)
507,Family Health Associates Bonneview,810 Bonneview Road,York,Pennsylvania,17406,York,0,0,0,1085,23,0,POINT (-76.707166 39.984254)
508,Millersburg Pharmacy Inc,242 Market Street,Millersburg,Pennsylvania,17061,Dauphin,0,0,0,0,520,4,POINT (-76.961386 40.539645)
509,PM LGHP-Family Medicine Red Rose,955 East King Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,5,60,0,POINT (-76.284565 40.039976)
510,Lancaster Health Center-Arch,304 North Water Street,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,18,7,0,POINT (-76.309347 40.042516)
511,AIDS Care Grp d/b/a Eddystone Comm Pha,1207B Chester Pike,Eddystone,Pennsylvania,19022,Delaware,2,0,0,0,0,0,POINT (-75.34728 39.863618)
512,SHREE ANJANEYA LLC,801 W MAIN ST,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,25,1851,20,POINT (-75.292861 40.24705)
513,AK Steel Butler Works,1 Armco Drive Attn: Plant Manager,Lyndora,Pennsylvania,16045,Butler,0,0,0,7,211,0,POINT (-79.921488 40.84813)
514,Willow Grve Hlth Cntr-Montgom Cnty,102 York Road,Willow Grove,Pennsylvania,19090,Montgomery,18,0,0,610,35,2903,POINT (-75.114773 40.14315)
515,UPMC-St Margaret Hospital,815 Freeport   Road,Pittsburgh,Pennsylvania,15215,Allegheny,12,3,4,43,1507,2253,POINT (-79.896237 40.487527)
516,Cornrste Cre Com Hth Ctr Burgettstn,1227 Smith Township State Road,Burgettstown,Pennsylvania,15021,Washington,0,0,0,0,53,0,POINT (-80.358781 40.323946)
517,CHOP Care Network-Springfield,1001 Baltimore Pike,Springfield,Pennsylvania,19064,Delaware,0,0,0,0,1009,0,POINT (-75.341483 39.914651)
518,AHN AC FM Allegheny Twp Med Assoc,62 Greenbriar Drive,Leechburg,Pennsylvania,15656,Armstrong,0,0,0,92,111,0,POINT (-79.613127 40.610929)
519,UPMC-Urgent Care at Wexford,11360 Perry Highway,WEXFORD,PA,150908333,Allegheny,0,0,0,0,8,0,POINT (-80.053829 40.623062)
520,Dao Pharmacy Inc. (DBA Rios Pharmacy),35 South Morton Ave.,Morton,Pennsylvania,19070,Delaware,0,0,0,0,9,0,POINT (-75.328135 39.906825)
521,SLUHN-Upper Bucks Campus,3000 St. Luke,Quakertown,Pennsylvania,18951,Bucks,0,0,0,0,225,0,
522,Pediatric Care Group PC,261 Old York Road,Jenkintown,Pennsylvania,19046,Montgomery,0,0,0,0,0,300,POINT (-75.126544 40.089983)
523,UPMC-East,2775 Mosside Blvd.,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,8,164,160,POINT (-79.75864 40.437122)
524,Tower Health-Pottstown Hospital,1600 East High St.,Pottstown,Pennsylvania,19464,Montgomery,10,0,0,23,383,35,POINT (-75.612074 40.243957)
525,UPMC-Presbyterian,G119 Presbyterian 200 Lothrop Street,Pittsburgh,Pennsylvania,15213,Allegheny,2,0,0,355,3,0,
526,GIANT PHARMACY-6442,116 WEST TOWNSHIP LINE RD,HAVERTOWN,PA,19083,Delaware,6,0,0,69,1357,42,POINT (-75.298891 39.966478)
527,Hyndman Area Health Center-Johnstown,203 College Park Plaza,Johnstown,Pennsylvania,15904,Cambria,0,0,0,0,9,0,POINT (-78.8488 40.276966)
528,Bucks Family Medicine,2346 Trenton Road,Levittown,Pennsylvania,19056,Bucks,0,0,0,0,46,0,POINT (-74.883012 40.163569)
529,Comprehensive Hlth Srvs Lehigh Valley,1627 Chew St 3rd Floor Green Elevator,Allentown,Pennsylvania,18102,Lehigh,0,0,0,11,2,0,
530,Robert T Henry Pharmacy,54 East King St,Shippensburg,Pennsylvania,17257,Cumberland,0,0,0,10,75,1253,POINT (-77.519141 40.051126)
531,AHOLD USA-GIANT PHARMACY-6485,789 East Main Street,Mount Joy,PA,17552,Lancaster,0,0,0,8,43,0,POINT (-76.484796 40.109335)
532,AHN-Allegheny Valley Hospital,1301 Carlisle Street,Natrona Heights,Pennsylvania,15065,Allegheny,7,0,0,155,269,80,POINT (-79.736016 40.617813)
533,Titusville Area Hospital,406 W. Oak St.,Titusville,Pennsylvania,16354,Crawford,0,0,0,51,38,215,POINT (-79.67972 41.6332)
534,MLHC-Urgent Care at Concordville,1020 Baltimore Pike,Glen Mills,PA,19342,Delaware,0,0,0,0,423,0,POINT (-75.538143 39.882943)
535,WORKNET Occutl Med Lancaster,241 Rohrerstown Road,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,107,0,0,POINT (-76.363113 40.045766)
536,GEISINGER-LEWISTOWN HOSPITAL,400 Highland Ave Pharmacy Dept. 6th floor,Lewistown,Pennsylvania,17044,Mifflin,1,0,0,99,156,479,POINT (-77.567402 40.617853)
537,LVPG Pediatrics-Trexlertown,6900 Hamilton Blvd PO Box 60,Trexlertown,Pennsylvania,18087,Lehigh,0,0,0,0,43,0,POINT (-75.594111 40.551734)
538,Wellsboro Laurel Health Center,7 Water Street,Wellsboro,Pennsylvania,16901,Tioga,0,0,0,0,150,0,POINT (-77.301143 41.749471)
539,Quik Stop Pharm of Barley Statn Inc,3506 E Lincoln Highway,Thorndale,Pennsylvania,19372,Chester,0,0,0,12,1472,0,POINT (-75.7524 39.994947)
540,GIANT PHARMACY-6273,600 E LANCASTER AVE,Reading,Pennsylvania,19607,Berks,0,0,0,85,1666,402,POINT (-75.95602 40.30843)
541,West Perry Pharmacy,1102 MONTOUR ROAD,Loysville,Pennsylvania,17047,Perry,0,0,0,0,0,100,POINT (-77.339076 40.364063)
542,Revolutionary Home Health Inc.,829 Scranton Carbondale Highway,Eynon,Pennsylvania,18403,Lackawanna,0,0,0,0,435,0,POINT (-75.577871 41.50839)
543,Freeland Health Center,404 Ridge Street,Freeland,Pennsylvania,18224,Luzerne,0,0,0,11,29,200,POINT (-75.898586 41.015579)
544,AHN-AC IM PRMA 5375 WLM FL,5375 WILLIAM FLYNN HWY,Gibsonia,Pennsylvania,15044,Allegheny,0,0,0,2,153,0,POINT (-79.944502 40.62001)
545,Wellspan Pharmacy-Apple Hill,25 Monument Rd,York,Pennsylvania,17403,York,0,0,0,23,398,138,POINT (-76.716233 39.923562)
546,GHS JNJ  West Chester,1310 Goshen Parkway Global Health Services,West Chester,Pennsylvania,19380,Chester,0,0,0,0,14,15,POINT (-75.569047 39.987727)
547,CHOP Care Network-Indian Valley,3456 Bethlehem Pike,Souderton,Pennsylvania,18964,Montgomery,0,0,0,359,11,18,POINT (-75.303799 40.315761)
548,Giant Pharmacy-6284,1824 RIDGE PK,ROYERSFORD,PA,19468,Montgomery,0,0,0,59,1280,117,POINT (-75.495909 40.212554)
549,GIANT PHARMACY-6121,50 BRIAR CREEK PLAZA,BERWICK,PA,18603,Columbia,0,0,0,43,1312,282,POINT (-76.274657 41.047728)
550,PHN-Schuylkill Community Health Center,210 Sunbury Street,Minersville,Pennsylvania,17954,Schuylkill,0,0,0,27,41,0,POINT (-76.261083 40.691073)
551,PHN-Shenandoah Health Center,624 West Centre Street,Shenandoah,Pennsylvania,17976,Schuylkill,0,0,0,15,190,0,POINT (-76.208553 40.819365)
552,Health Services Pharmacy,1201 Grampian Blvd,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,109,6,0,POINT (-76.983322 41.260631)
553,Penn State Health Cmty Vax Site-Dauphin,30 E Granada Ave,Hershey,Pennsylvania,17033,Dauphin,17,0,0,26,117,120,POINT (-76.646724 40.284914)
554,Sheffield Pharmacy,27 S. Main St.,Sheffield,Pennsylvania,16347,Warren,0,0,0,92,162,39,POINT (-79.034312 41.702686)
555,FPC-Millersburg Family Practice Center,100 1st St,Millersburg,Pennsylvania,17061,Dauphin,0,0,0,0,10,0,POINT (-76.962413 40.534461)
556,Erics RX Shoppe,810 Welsh Rd,Horsham,Pennsylvania,19044,Montgomery,0,0,0,0,420,56,POINT (-75.179165 40.178356)
557,Springfield Pharmacy,1154 Baltimore Pike,Springfield,Pennsylvania,19064,Delaware,0,0,0,0,320,485,POINT (-75.346745 39.913764)
558,UPMC-CHILDRENS HOSPITAL OF PITTSBURGH,4401 Penn Avenue,Pittsburgh,Pennsylvania,15224,Allegheny,2,0,0,1,32,0,POINT (-79.952992 40.466049)
559,Accredo Health Group Inc.,3000 Ericsson Drive Ste 100,Warrendale,Pennsylvania,15086,Allegheny,0,0,0,42,0,50,POINT (-80.103061 40.658682)
560,Wellspan Surgical and Rehab Hospital,55 Monument Rd,York,Pennsylvania,17403,York,0,0,0,0,90,0,POINT (-76.716898 39.923277)
561,Lion Pharm,10 West Broadway,Red Lion,Pennsylvania,17356,York,0,0,0,71,214,0,POINT (-76.60623 39.900756)
562,Mon-Vale Prim Care Pract-Finleyville,6108 Brownsville Road Ext  Suite 204,Finleyville,Pennsylvania,15332,Washington,0,0,0,0,3,0,POINT (-80.003092 40.266598)
563,Grane Supply Inc West Chester,550 E Union St,West Chester,Pennsylvania,19382,Chester,0,0,0,205,101,1572,POINT (-75.593667 39.960911)
564,M Nazeeri MD PC,1023 Poplar Street,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,0,127,484,POINT (-76.426967 40.330669)
565,Family First Health-Lebanon Center,300 Willow Street,Lebanon,Pennsylvania,17046,Lebanon,0,0,0,111,88,0,POINT (-76.41717 40.341142)
566,Pottstown Hlth Center-Montgom Cnty,364 King Street,Pottstown,Pennsylvania,19464,Montgomery,0,0,0,399,4,825,POINT (-75.645012 40.246054)
567,UPMC-Altoona,620 HOWARD AVENUE,ALTOONA,PENNSYLVANIA,16601,Blair,5,4,0,597,413,100,POINT (-78.398184 40.521142)
568,Bechtels Pharmacy Inc,302 Main Street,Slatington,Pennsylvania,18080,Lehigh,0,0,0,55,1310,201,POINT (-75.608012 40.7525)
569,Lehigh County State Health Center,3730 Lehigh Street,Whitehall,Pennsylvania,18052,Lehigh,0,0,0,10,10,49,POINT (-75.497983 40.65489)
570,Pepper Pharmacy,195 to 197 East Plumstead Ave,Lansdowne,Pennsylvania,19050,Delaware,0,0,0,25,1187,1137,POINT (-75.268572 39.950474)
