,Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
395,AHN-AC FM FPMAS ELIZABETH,605 Scenery Drive,ELIZABETH,PA,150372000,Allegheny,0,0,0,15,178,12,POINT (-79.838415 40.272373)
396,Quick Care Pediatrics,254 Moraine Pointe Plaza,Butler,Pennsylvania,16001,Butler,0,0,0,0,3,0,POINT (-79.952991 40.875893)
397,VDI-Mainline Pharmacy Nanty Glo,1049 Shoemaker St,Nanty Glo,Pennsylvania,15943,Cambria,0,0,0,0,1203,3327,POINT (-78.835832 40.470517)
398,Hixenbaughs Drug Store,304 morgantown st po box 932,Uniontown,Pennsylvania,15401,Fayette,0,0,0,5,39,197,POINT (-79.732408 39.893666)
399,Vcare Discount Pharmacy,108 South 5th Street,Reading,Pennsylvania,19602,Berks,0,0,0,25,1249,397,POINT (-75.927944 40.333257)
400,Duquesne Uni-Ctr for Pharm Care,600 Forbes Avenue 215 A Student Union,Pittsburgh,Pennsylvania,15282,Allegheny,0,0,0,115,831,82,
401,LGH-NORLANCO FAMILY MEDICINE,418 Cloverleaf  Rd,Elizabethtown,Pennsylvania,17022,Lancaster,0,0,0,39,225,2,POINT (-76.563335 40.133403)
402,Vlly Med Ctr of Pennsburg LLC,2781 Geryville Pike,Pennsburg,Pennsylvania,18073,Montgomery,0,0,0,7,0,0,POINT (-75.473467 40.409871)
403,Esposito Medical Associates LTD,599 North Church Street,Mount Pleasant,Pennsylvania,15666,Westmoreland,0,0,0,0,78,0,POINT (-79.544698 40.161317)
404,UPMC-MOON MED ASSOCIATES,1600 Coraopolis Heights Road,Coraopolis,Pennsylvania,151084316,Allegheny,0,0,0,12,925,300,POINT (-80.206799 40.499054)
405,Custom Care Pharmacy-Milton-Retail,57 S. Front St.,Milton,Pennsylvania,17847,Northumberland,0,0,0,95,1076,83,POINT (-76.855706 41.019034)
406,Cornerstone Care Ped Cntr of Washington,400 JEFFERSON AVE,Washington,Pennsylvania,15301,Washington,0,0,0,22,0,0,POINT (-80.25578 40.175301)
407,HersheyCare Pharmacy,475 W Governor Road Ste #2,Hershey,Pennsylvania,17033,Dauphin,2,0,0,311,1286,975,POINT (-76.661173 40.271712)
408,Scranton Pharmacy,311 Mulberry St,Scranton,Pennsylvania,18503,Lackawanna,0,0,0,0,164,57,POINT (-75.663224 41.411696)
409,Keystone Pediatrics-Waynesboro,45 Roadside Avenue,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,5,381,0,POINT (-77.567424 39.752273)
410,AHOLD USA-GIANT PHARMACY 6004,1008 LITITZ PIKE,LITITZ,PA,17543,Lancaster,5,0,0,13,997,422,POINT (-76.304788 40.129928)
411,SLUHHN-Bethlehem,801 OSTRUM ST Attn: Inpatient Pharmacy,Bethlehem (Part-Lehigh),Pennsylvania,18015,Northampton,17,45,2,745,48,362,POINT (-75.392507 40.608697)
412,UPMC-Western Psych Institute and Clinic,3811 O'Hara Street,Pittsburgh,Pennsylvania,15213,Allegheny,12,0,0,0,1,0,POINT (-79.959784 40.443278)
413,Child Hosp of Philadelphia Main,34th Street and Civic Center Boulevard,Philadelphia,Pennsylvania,19104,Philadelphia,0,0,0,0,0,50,POINT (-75.192906 39.948669)
414,MNPG Penns Valley Area Fam Med,3631 Penns Valley Road,Spring Mills,Pennsylvania,16875,Centre,0,0,0,0,30,0,POINT (-77.605303 40.84925)
415,The Hometown Pharmacy-Harmony,3 Northgate Pl Route 19 N,Harmony,Pennsylvania,16037,Butler,0,0,0,0,487,0,
416,The Hometown Pharmacy-Dierkens,100 E Main St,Monongahela,Pennsylvania,15063,Washington,0,0,0,0,160,0,POINT (-79.921912 40.199775)
417,UPMC CCP BEDFORD CESSNA,1 Corporate Drive,Bedford,Pennsylvania,15522,Bedford,0,0,0,8,367,0,POINT (-78.518722 40.081298)
418,VDI-Keller and Munro Pharmacy,127 East Church St,Lock Haven,Pennsylvania,17745,Clinton,0,0,0,0,1550,0,POINT (-77.444974 41.135987)
419,Troy Laurel Health Center,45 Mudcreek Rd,Troy,Pennsylvania,16947,Bradford,0,0,0,5,48,0,POINT (-76.791918 41.750616)
420,Whitemarsh Pharmacy,553 Germantown Pike,Lafayette Hill,Pennsylvania,19444,Montgomery,1,0,0,92,1030,417,POINT (-75.251551 40.086113)
421,LM JADE INC. DBA THE MED SHOPPE #0077,1000 MARKET ST,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,0,24,20,POINT (-76.451584 40.994416)
422,Warminster Medical Associates,350 W. Street  Road,Warminster,Pennsylvania,18974,Bucks,0,0,0,0,231,0,POINT (-75.090521 40.201422)
423,Cleveland Cliffs-Butler Works,1 Armco Drive Attn: Plant Medical,Lyndora,Pennsylvania,16045,Butler,0,0,0,15,0,0,POINT (-79.921488 40.84813)
424,FPC-Mifflintown Family Practice Center,2813 Industrial Park Road,Mifflintown,Pennsylvania,17059,Juniata,0,0,0,56,36,0,POINT (-77.368467 40.583695)
425,Beaver Falls Health Mart Pharmacy,1314 7th Ave,Beaver Falls,Pennsylvania,15010,Beaver,0,0,0,6,0,0,POINT (-80.319462 40.754529)
426,State College Family Medicine,2188 Sandy Dr,State College,Pennsylvania,16803,Centre,0,0,0,39,6,44,POINT (-77.901298 40.782336)
427,UPMC-St Margaret Hospital,815 Freeport   Road,Pittsburgh,Pennsylvania,15215,Allegheny,12,3,4,237,1761,2502,POINT (-79.896237 40.487527)
428,Partners Pharmacy,3036 Emrick Boulevard,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,2,0,11,0,0,POINT (-75.295102 40.664728)
429,Integrated Medical Group PC-Green Hills,1903 Morgantown Road,Reading,Pennsylvania,19607,Berks,0,0,0,0,10,0,POINT (-75.923714 40.281153)
430,Primary Care Group 5,2027 Lebanon Church Rd second floor,West Mifflin,Pennsylvania,15122,Allegheny,0,0,0,3,5,0,POINT (-79.94943 40.348063)
431,Village Pharmacy at Springhouse,1121 N. Bethlehem Pike,Spring House,Pennsylvania,19477,Montgomery,0,0,0,0,1182,1080,POINT (-75.225448 40.189257)
432,Family First Health-Columbia Center,369 Locust Street 1st Floor,Columbia,Pennsylvania,17512,Lancaster,0,0,0,72,21,0,POINT (-76.501264 40.032778)
433,Lawrenceville Laurel Health Center,32 East Lawrence Road,Lawrenceville,Pennsylvania,16929,Tioga,0,0,0,0,153,0,POINT (-77.035276 41.990534)
434,Encompass Hth Rehab Hosp of Erie,143 East Second Street,Erie,Pennsylvania,16507,Erie,0,0,0,1,0,90,POINT (-80.084887 42.134402)
435,PHN-New Castle Primary Care,1112 South Mill Street,New Castle,Pennsylvania,16101,Lawrence,1,0,0,0,2,0,POINT (-80.343873 40.987843)
436,Dialysis Care Center of Mechanicsburg,4 Flowers Dr,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,67,0,10,POINT (-77.03178 40.250342)
437,Masland Associates,220 Wilson Street,Carlisle,Pennsylvania,17013,Cumberland,0,0,0,49,336,0,POINT (-77.202904 40.198342)
438,Care Options Rx,219 N Baltimore Ave,Mount Holly Springs,Pennsylvania,17065,Cumberland,0,0,0,0,0,259,POINT (-77.189596 40.117566)
439,Hyndman Area Health Center Bedford,104 Railroad Street,Bedford,Pennsylvania,15522,Bedford,0,0,0,1,1304,822,POINT (-78.503049 40.021973)
440,GIANT PHARMACY-6522,1874 BETHLEHEM PIKE,FLOURTOWN,PA,19031,Montgomery,0,0,0,4,700,1091,POINT (-75.214169 40.111348)
441,VDI-Mainline Pharmacy-Somerset,168 West Main St,Somerset,Pennsylvania,15501,Somerset,0,0,0,5,4168,2744,POINT (-79.080619 40.008446)
442,Superior Care Pharmacy Incorporated,518 Burke Bypass,Olyphant,Pennsylvania,18447,Lackawanna,0,0,0,80,3337,571,POINT (-75.596869 41.470483)
443,Advocate Pharmacy,535 S BROAD ST,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,0,73,0,POINT (-75.290342 40.234888)
444,SCI-Rockview,1 ROCKVIEW PL,Bellefonte,Pennsylvania,16823,Centre,14,0,0,241,70,364,POINT (-77.776114 40.849798)
445,Main Line Health-Paoli Hospital,255 W LANCASTER AVE,Paoli,Pennsylvania,19301,Chester,0,0,0,16,0,30,POINT (-75.499846 40.042102)
446,Encompass Health Rehab  Hosp of Altoona,2005 Valley View Boulevard,Altoona,Pennsylvania,16602,Blair,0,0,0,0,0,30,POINT (-78.392201 40.497995)
447,MLHC-Paoli Hospital,255 W LANCASTER AVE,Paoli,Pennsylvania,19301,Chester,10,0,0,28,155,90,POINT (-75.499817 40.042098)
448,Anderson Pharmacy,334 Main Street,Denver,Pennsylvania,17517,Lancaster,0,0,0,0,1059,500,POINT (-76.136135 40.232114)
449,LC Com VC Ctr,Park City Mall 600 Park City Center,Lancaster,Pennsylvania,17601,Lancaster,99,8,0,294,114,44,
450,GIANT PHARMACY-6513,1925 NORRISTOWN ROAD,MAPLE GLEN,PA,19002,Montgomery,0,0,0,1,318,680,POINT (-75.181902 40.179139)
451,Plundo Medical Associates,518 Pellis Road,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,27,697,391,POINT (-79.522042 40.293931)
452,Quik Stop Pharm of Barley Statn Inc,3506 E Lincoln Highway,Thorndale,Pennsylvania,19372,Chester,0,0,0,12,1564,0,POINT (-75.7524 39.994947)
453,Black Creek Health Center,75 Pineapple Street,Nuremberg,Pennsylvania,18241,Schuylkill,0,0,0,2,44,0,
454,FPC-Pagana Defazio Fam Practice Ctr,1072 MARKET ST,Sunbury,Pennsylvania,17801,Northumberland,0,0,0,0,3,0,POINT (-76.7837 40.858975)
455,Welcome Pharmacy,1607 NORTHAMPTON ST,Easton,Pennsylvania,18042,Northampton,0,0,0,0,2,0,POINT (-75.234213 40.689931)
456,St Mary Medical Center,St. Mary Medical Center Pharmacy 1201 Langhorne-Newtown Rd,Langhorne,Pennsylvania,19047,Bucks,0,0,0,83,2513,31,
457,Mary Lou J Buendia MD,2 E SUNBURY ST,Shamokin,Pennsylvania,17872,Northumberland,0,0,0,7,207,0,POINT (-76.55774 40.792451)
458,Nells Pharmacy-Spry,2720 S Queen Street,York,Pennsylvania,17403,York,0,0,0,1,1,0,POINT (-76.680139 39.907563)
459,MNPG Park Ave Int Med,1850 E Park Ave,State College,Pennsylvania,16803,Centre,0,0,0,63,15,0,POINT (-77.847495 40.821346)
460,PHN-Ellwood City Health Center,304 Evans Drive,Ellwood City,Pennsylvania,16117,Lawrence,0,0,0,1,16,1,POINT (-80.275909 40.868201)
461,University of Pittsburgh,4041 Fifth Avenue Nordenberg Hall,Pittsburgh,Pennsylvania,15213,Allegheny,9,29,0,608,509,51,POINT (-79.955252 40.444085)
462,Penn Highlands Huntingdon,1225 Warm Springs Avenue,Huntingdon,Pennsylvania,16652,Huntingdon,0,0,0,65,2,0,POINT (-78.013908 40.493656)
463,FPC-Elizabethtown Family Practice Center,300 Maytown Road,Elizabethtown,Pennsylvania,17022,Lancaster,0,0,0,0,7,0,POINT (-76.600941 40.137196)
464,Mt Bethel Pharmacy,2165 mt bethel highway,Mount Bethel,Pennsylvania,18343,Northampton,0,24,0,0,200,1030,POINT (-75.119975 40.898051)
465,Fam Hlth Clinic of Bk Susquehanna,2872 Turnpike Street,Susquehanna,Pennsylvania,18847,Susquehanna,0,0,0,146,3,0,POINT (-75.594016 41.947372)
466,WellSpan Family Medicine-East Berlin,105 Fourth Street,East Berlin,PA,17316,Adams,0,0,0,0,13,0,POINT (-76.983643 39.938133)
467,RHC McKinney Clinic,1084 Route 315,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,15,0,POINT (-75.824533 41.255135)
468,Wellspn Fam Med Bannister St,1575 Bannister St,York,Pennsylvania,17404,York,0,0,0,0,179,0,POINT (-76.762935 39.960731)
469,Custom Prescriptions of Lancaster,902 N Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,3,3,0,POINT (-76.30621 40.05145)
470,AHN-Saint Vincent Peninsula Fam Med,2828 Sterrettania Road,Erie,Pennsylvania,16506,Erie,0,0,2,0,41,0,POINT (-80.138975 42.085681)
471,Abington Jefferson Health,1200 Old York Road,Abington,Pennsylvania,19001,Montgomery,5,6,0,905,249,1427,POINT (-75.119351 40.119002)
472,Chester County Pediatrics-Exton,690 West Lincoln Highway,Exton,Pennsylvania,19341,Chester,0,0,0,4,1837,2272,POINT (-75.663889 40.021547)
473,UPMC-Horizon Transitional Care-Shenango,2200 Memorial Drive,Farrell,Pennsylvania,16121,Mercer,1,0,0,0,25,0,POINT (-80.470677 41.209415)
474,WellSpan Fam Med-Greencastle,24 Antrim Commons Drive,Greencastle,Pennsylvania,17225,Franklin,0,0,0,0,132,0,POINT (-77.728045 39.759207)
475,Penn St Hlth Cmty Vax Site Centre,32 Colonnade Way,State College,Pennsylvania,16803,Centre,0,0,0,282,36,0,POINT (-77.905338 40.810793)
476,Union Medical-Water Street,304 North Water Street,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,0,6,0,POINT (-76.309347 40.042516)
477,Fresenius Kidney Cre Sth Allentwn,2820 Mitchell Ave.,Allentown,Pennsylvania,18103,Lehigh,0,0,0,19,0,0,POINT (-75.481033 40.560689)
478,VDI-Choice Family Pharmacy Inc,8 South Sixth St,Mc Sherrystown,Pennsylvania,17344,Adams,0,0,0,55,1177,0,POINT (-77.013373 39.806087)
479,LGH-Family Medicine Buck,34 Fawn Drive,Quarryville,Pennsylvania,17566,Lancaster,0,0,0,33,7,0,POINT (-76.224377 39.871642)
480,Means-Lauf Super Drug,265 Allegheny Blvd,Brookville,Pennsylvania,15825,Jefferson,0,0,0,1115,2320,1945,POINT (-79.098359 41.175762)
481,Norland Avenue Pharmacy,12 St. Paul Drive,Chambersburg,Pennsylvania,17201,Franklin,0,1,0,31,959,0,POINT (-77.634763 39.943292)
482,Forbes Family Medicine-Braddock,501 Braddock Avenue,Braddock,Pennsylvania,15104,Allegheny,0,0,0,0,83,0,POINT (-79.869874 40.404113)
483,Oak Valley Medical and Dental PC,103 New Meadow Run Dr,Farmington,Pennsylvania,15437,Fayette,0,17,0,38,0,0,
484,Primary Care South,1000 Waterdam Plaza Dr,Mc Murray,Pennsylvania,15317,Washington,0,0,0,288,60,125,POINT (-80.134323 40.263338)
485,McCracken Pharmacy,595 east high street,Waynesburg,Pennsylvania,15370,Greene,0,0,0,0,161,0,POINT (-80.179359 39.896359)
486,Armstrong Primary Care Ctr-Elderton,116 Main Street Box 148,Elderton,Pennsylvania,15736,Armstrong,0,0,0,2,0,0,
487,Nemours DuPont Pediatrics-Paoli,1676  E Lancaster Avenue,Paoli,Pennsylvania,19301,Chester,0,0,0,0,914,0,POINT (-75.470449 40.042348)
488,UPMC-CCP-Franklin Pk,119 VIP Drive,Wexford,Pennsylvania,15090,Allegheny,0,0,0,0,176,0,POINT (-80.093773 40.619998)
489,FPC-Valley View Family Practice Center,105 W Main Street,Valley View,Pennsylvania,17983,Schuylkill,0,0,0,3,0,0,POINT (-76.520364 40.647776)
490,WellSpan Family Medicine-Stonebridge,13515 Wolfe Rd,New Freedom,PA,17349,York,0,0,0,19,0,0,POINT (-76.662289 39.774663)
491,Fox Chase Cancer Center Buckingham,2365 Heritage Center Drive,Furlong,Pennsylvania,18925,Bucks,0,0,0,1,9,0,POINT (-75.08428 40.29061)
492,Dialysis Clinic Inc-Pittsburgh,3412 Babcock Boulevard,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,0,1,0,0,POINT (-80.023408 40.538434)
493,GIANT PHARMACY-6091,1760 DEKALB PIKE,BLUE BELL,PA,19422,Montgomery,0,0,0,49,1348,942,POINT (-75.307183 40.149247)
494,Safe Care Express PLLC,1802 STATE HILL ROAD,Wyomissing,Pennsylvania,19610,Berks,0,0,0,12,1262,0,POINT (-75.975109 40.338718)
495,UPMC-Shadyside,5230 Centre Avenue,Pittsburgh,Pennsylvania,15232,Allegheny,0,0,0,119,2145,978,POINT (-79.94113 40.45514)
496,VDI-Village Pharmacy Bessemer,1624 E Poland Rd,Bessemer,Pennsylvania,16112,Lawrence,0,0,0,0,350,0,POINT (-80.469431 40.975793)
497,LGH-Parkesburg Family Medicine,950 South Octorara Trail,Parkesburg,Pennsylvania,19365,Chester,0,0,0,107,343,12,POINT (-75.931564 39.98016)
498,Perry Drug Store,301 INDEPENDENCE STREET PO BOX 314,Perryopolis,Pennsylvania,15473,Fayette,0,0,0,0,68,127,POINT (-79.750317 40.087084)
499,KRHC-Mountain Top Area Med Center,402 East Sycamore Road PO Box 398,Snow Shoe,Pennsylvania,16874,Centre,0,0,0,46,0,9,POINT (-77.940833 41.026651)
500,DCI Renal Srvs of Pbg Five Points,2534 Monreville Boulevard,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,11,0,0,POINT (-79.787761 40.427827)
501,Stanton Negley Drug Co,804 N Negley Ave,Pittsburgh,Pennsylvania,15206,Allegheny,0,0,0,9,1443,9,POINT (-79.926244 40.471693)
502,FPC Lewisburg Fam Prac Cntr,131 JPM Road Suite A,Lewisburg,Pennsylvania,17837,Union,0,0,0,52,719,40,POINT (-76.891814 40.976035)
503,Susq Comm Hlth and Dental Cnte,471 Hepburn Street,Williamsport,Pennsylvania,17701,Lycoming,0,78,0,200,739,271,POINT (-77.006929 41.242265)
504,Wellspan Fam Med Philadelphia Ave,3106 Philadelphia Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,59,594,0,POINT (-77.627048 39.976763)
505,PHN-Shenandoah Health Center,624 West Centre Street,Shenandoah,Pennsylvania,17976,Schuylkill,0,0,0,15,241,0,POINT (-76.208553 40.819365)
506,Penn Highlands DuBois,100 Hospital Ave,Du Bois,Pennsylvania,15801,Clearfield,1,0,0,1,84,0,POINT (-78.775736 41.114349)
507,MARTINS PHARMACY-6290,800 VANDERBILT ROAD,CONNELLSVILLE,PA,15425,Fayette,0,0,0,22,783,0,POINT (-79.603029 40.018548)
508,Penn State Health Cmty Vax Site-Berks,2400 Bernville Road,Reading,Pennsylvania,19605,Berks,32,6,0,54,5,0,POINT (-75.970548 40.374401)
509,Family First Health-George Street Center,116 South George Street,York,Pennsylvania,17401,York,1,0,0,50,41,0,POINT (-76.726805 39.960757)
510,Lehigh Family and Geriatric Associates,428 South 7th Street,Lehighton,Pennsylvania,18235,Carbon,0,0,0,8,48,0,POINT (-75.717784 40.8267)
511,SCI-Benner Township,301 Institution Drive,Bellefonte,Pennsylvania,16823,Centre,0,0,0,0,245,0,POINT (-77.778583 40.856117)
512,AHN Pedi Ped Alliance Chartiers,1370 Washington Pike,Bridgeville,Pennsylvania,15017,Allegheny,0,0,0,30,602,0,POINT (-80.096149 40.379169)
513,CHOP Care Network-High Point,100 Manor Dr,Chalfont,Pennsylvania,18914,Bucks,0,0,0,0,1291,72,
514,Trilogy Mission Rx LLC dba PCA Pbg,307 23rd Street Extension,SHARPSBURG,Pennsylvania,15215,Allegheny,0,0,0,23,47,0,POINT (-79.910239 40.495161)
515,Franklin County SHC,375 Floral Avenue,Chambersburg,Pennsylvania,172013494,Franklin,0,0,0,0,50,0,POINT (-77.655995 39.928458)
516,Rx Partners,500 Old Pond Road,Bridgeville,Pennsylvania,15017,Allegheny,10,0,0,125,425,897,POINT (-80.119442 40.353441)
517,Venango County SHC,3298 State Route 257 PO Box 191,Seneca,Pennsylvania,16346,Venango,0,0,0,208,0,305,POINT (-79.703496 41.382086)
518,FPC-Mill Hall Family Practice Center,7133 Nittany Valley Drive,Mill Hall,Pennsylvania,17751,Clinton,0,0,0,0,1,0,POINT (-77.489442 41.064719)
519,PHN-Sharon Medical Group-Suite 2,63 Pitt St,Sharon,Pennsylvania,16146,Mercer,2,0,0,31,58,0,POINT (-80.507917 41.23373)
520,Diamond Drugs Inc dba Diamond Pharm Svc,645 Kolter Drive,Indiana,Pennsylvania,15701,Indiana,0,0,0,0,102,0,POINT (-79.17264 40.608775)
521,UPMC CCP Erie,3580 Peach Street,Erie,Pennsylvania,16508,Erie,0,0,0,0,557,0,POINT (-80.080368 42.099674)
522,Nemours DuPont Pediatrics-Media,295 E Baltimore Avenue,Media,Pennsylvania,19063,Delaware,0,0,0,0,510,142,POINT (-75.384766 39.916159)
523,Penn Highlands Community Pharmacy,621 S. Main St.,Du Bois,Pennsylvania,15801,Clearfield,0,0,0,2,0,0,POINT (-78.773334 41.113896)
524,PSH Holy Spirit Medical Center,503 North 21st Street Pharmacy Department,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,36,95,152,POINT (-76.923876 40.252521)
525,Chester County Health Dept,601 Westtown Road Personal Health Service,West Chester,Pennsylvania,19382,Chester,18,17,0,936,110,0,POINT (-75.584731 39.957921)
526,ALMA ILLERY MEDICAL CENTER,7227 HAMILTON AVE,Pittsburgh,Pennsylvania,15208,Allegheny,0,0,0,110,328,78,POINT (-79.896792 40.454465)
527,Horsham Square Pharmacy,575 Horsham Road Unit C20,Horsham,Pennsylvania,19044,Montgomery,4,0,0,0,787,80,POINT (-75.146415 40.188588)
528,FPC-Hershey Family Practice Center,3003 Elizabethtown Road,Hershey,Pennsylvania,17033,Dauphin,0,0,0,0,7,0,POINT (-76.623498 40.235368)
529,Wellspan Pediatrics-Queen St,2050 South Queen Street,York,Pennsylvania,17403,York,0,0,0,0,51,0,POINT (-76.694331 39.938914)
530,Family Pharmacy of  Jessup,128 Constitution Ave,Jessup,Pennsylvania,18434,Lackawanna,0,0,0,0,13,182,POINT (-75.573827 41.476213)
531,My Care Now LLC,90 Beaver Drive Building C,Du Bois,Pennsylvania,15801,Clearfield,0,0,0,0,18,0,POINT (-78.749069 41.122792)
532,Functional Health Center-Phoenix Contact,586 Fulling Mill Rd,Middletown,Pennsylvania,17057,Dauphin,0,0,0,2,1,0,POINT (-76.75007 40.229379)
533,Towne Drugs,227 Commercial Ave,ASPINWALL,Pennsylvania,15215,Allegheny,0,30,0,579,44,438,POINT (-79.904015 40.49015)
534,AHN Peds Ped Alli Jefferson Hills,1200 Brooks Lane,Jefferson Hills,Pennsylvania,15025,Allegheny,0,0,0,0,47,90,POINT (-79.93876 40.315481)
535,Allghny Cnty Hlth Dept-Immuniz Cl,425 1st Avenue,Pittsburgh,Pennsylvania,15219,Allegheny,0,0,0,2797,8,1259,POINT (-79.9995 40.436835)
536,Heritage Valley Health System-Beaver,1000 Dutch Ridge Road,Beaver,Pennsylvania,15009,Beaver,8,13,0,20,19,0,POINT (-80.324352 40.710345)
537,Lanap and Implant Ctr of PA,184 West Main Street Bldg 200,Collegeville,Pennsylvania,19426,Montgomery,0,0,0,0,0,26,POINT (-75.46951 40.195953)
538,VDI-Crestwood Pharmacy,10 S Mountain Blvd,Mountain Top,Pennsylvania,18707,Luzerne,0,0,0,139,31,539,POINT (-75.886341 41.161585)
539,Johnsons Pharmaceutical Srvs-W Mifflin,2000 CLAIRTON RD,West Mifflin,Pennsylvania,15122,Allegheny,0,0,0,1,0,0,POINT (-79.936288 40.335236)
540,Conemaugh Memorial Medical Center,1086 FRANKLIN STREET PHARMACY DEPARTMENT,Johnstown,Pennsylvania,15905,Cambria,42,7,0,119,1024,0,POINT (-78.918607 40.304994)
541,BRADDOCK FAMILY HEALTH CENTER,404 BRADDOCK AVE,Braddock,Pennsylvania,15104,Allegheny,0,0,0,0,131,0,POINT (-79.871236 40.404898)
542,AHOLD USA-GIANT PHARMACY-6485,789 East Main Street,Mount Joy,PA,17552,Lancaster,0,0,0,8,105,0,POINT (-76.484796 40.109335)
543,Corry Mem Hosp Rural Hlth Clinic,965 Shamrock Lane Rural Health Clinic,Corry,Pennsylvania,16407,Erie,0,0,0,7,366,0,POINT (-79.613005 41.935196)
544,Lower Merion Family Medicine,145 N. Narberth Ave 1st Fl,Narberth,Pennsylvania,19072,Montgomery,0,0,0,0,271,0,POINT (-75.260547 40.006722)
545,Giant Pharmacy-6284,1824 RIDGE PK,ROYERSFORD,PA,19468,Montgomery,0,0,0,59,1284,117,POINT (-75.495909 40.212554)
546,Guthrie Clinic Athens,412 South Main Street,Athens,Pennsylvania,18810,Bradford,1,0,1,5,280,6,POINT (-76.518271 41.956883)
547,FalconER Urgent Care Cranberry Twp,1241 Freedom Rd,Cranberry Twp,Pennsylvania,16066,Butler,0,0,0,358,98,0,POINT (-80.117265 40.6823)
548,GIANT PHARMACY-6509,737 HUNTINGDON PIKE,HUNTINGDON VALLEY,PA,19006,Montgomery,0,0,0,0,2686,0,POINT (-75.093708 40.086465)
549,GIANT PHARMACY-6052,993 WAYNE AVENUE,CHAMBERSBURG,PA,17201,Franklin,0,0,0,93,966,0,POINT (-77.653154 39.914057)
550,Total Access Medical LLC W Chester Off,1450 E. Boot Rd.,West Chester,Pennsylvania,19380,Chester,0,0,0,35,1,6,POINT (-75.555576 39.990445)
551,Grane Supply Inc West Chester,550 E Union St,West Chester,Pennsylvania,19382,Chester,0,0,0,306,136,2560,POINT (-75.593667 39.960911)
552,Patient Care Pharmacy,422 S Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,231,15,586,POINT (-76.3018 40.034179)
553,WellSpan Internal Medicine-Dover,4020 Carlisle Road,Dover,PA,17315,York,0,0,0,33,420,0,POINT (-76.842795 39.993552)
554,Geisinger Bloomsburg Hospital,549 Fair Street,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,15,117,55,POINT (-76.45324 41.00839)
555,Holisticare Hospice LLC,685 KROMER AVE,Berwyn,Pennsylvania,19312,Chester,0,0,0,1,0,0,POINT (-75.44293 40.049083)
556,VDI-Moshannon Vlly Phar Philpsbrg,208 Medical Center Drive,Philipsburg,Pennsylvania,16866,Centre,0,0,0,416,0,409,POINT (-78.205765 40.90652)
557,Family Health Associates-Apple Hill,25 Monument Rd,York,Pennsylvania,17403,York,0,0,0,1182,29,0,POINT (-76.716233 39.923562)
558,Wellspan Family Medicine Hayshire,2775 North George Street,York,Pennsylvania,17406,York,0,0,0,0,247,0,POINT (-76.733148 40.005186)
559,UPMC Hamot,201 State St,Erie,Pennsylvania,16507,Erie,0,0,0,0,841,0,POINT (-80.087825 42.133331)
560,Jamestown Pharmacy,121 LIberty Street,Jamestown,Pennsylvania,16134,Mercer,0,0,0,54,185,0,POINT (-80.440662 41.484607)
561,Parvins Pharmacy,30 N Bryn Mawr Avenue,Bryn Mawr,Pennsylvania,19010,Delaware,1,0,0,0,0,0,POINT (-75.317334 40.021684)
562,Ware Medical Associates,2901 Dutton Mill Rd,Aston,Pennsylvania,19014,Delaware,0,0,0,0,10,0,POINT (-75.419824 39.857646)
563,Oasis Lifecare LLC,1526 Martin Street,State College,Pennsylvania,16803,Centre,0,0,0,8,13,0,POINT (-77.891815 40.804844)
564,Family First Health-Gettysburg Center,Peebles Plaza 1275-17 York Road,Gettysburg,Pennsylvania,17325,Adams,0,0,0,15,0,0,
565,SCI-Coal Township,1 Kelley Dr,Coal Township,Pennsylvania,17866,Northumberland,0,0,0,10,215,0,POINT (-76.555525 40.806192)
566,SLUHN-Upper Bucks Campus,3000 St. Luke,Quakertown,Pennsylvania,18951,Bucks,0,0,0,0,225,0,
567,Keystone Family Medicine Chambersburg,820 Fifth Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,10,0,4,7,0,POINT (-77.645016 39.945085)
568,Integrated Medical Group PC-Pine Grove,8 Oak Grove Road,Pine Grove,Pennsylvania,17963,Schuylkill,0,0,0,0,46,0,POINT (-76.395667 40.558478)
569,AHN AC Primary Care Morningside,1748 Jancey Street,Pittsburgh,Pennsylvania,15206,Allegheny,0,0,0,36,0,18,POINT (-79.926669 40.485787)
