Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
GIANT PHARMACY-6314,216 EAST FAIRMOUNT ST,COOPERSBURG,PA,18036,Lehigh,0,0,0,92,3030,527,POINT (-75.38429 40.51594)
CHOP Care Network-High Point,100 Manor Dr,Chalfont,Pennsylvania,18914,Bucks,0,0,0,0,1291,72,
FPC-Mill Hall Family Practice Center,7133 Nittany Valley Drive,Mill Hall,Pennsylvania,17751,Clinton,0,0,0,0,1,0,POINT (-77.489442 41.064719)
Wellspan Family Medicine Hayshire,2775 North George Street,York,Pennsylvania,17406,York,0,0,0,0,247,0,POINT (-76.733148 40.005186)
Diamond Drugs Inc dba Diamond Pharm Svc,645 Kolter Drive,Indiana,Pennsylvania,15701,Indiana,0,0,0,0,102,0,POINT (-79.17264 40.608775)
GIANT PHARMACY-6534,4930 EDGEMONT AVE,BROOKHAVEN,PA,19015,Delaware,0,1,0,1767,1762,1099,POINT (-75.396381 39.877895)
GIANT PHARMACY-6273,600 E LANCASTER AVE,Reading,Pennsylvania,19607,Berks,0,0,0,85,2818,450,POINT (-75.95602 40.30843)
Penn Highlands Community Pharmacy,621 S. Main St.,Du Bois,Pennsylvania,15801,Clearfield,0,0,0,2,0,0,POINT (-78.773334 41.113896)
Family Pharmacy of  Jessup,128 Constitution Ave,Jessup,Pennsylvania,18434,Lackawanna,0,0,0,0,13,182,POINT (-75.573827 41.476213)
Hazleton Urgent Care,101 South Church Street,Hazleton,Pennsylvania,18201,Luzerne,0,0,0,0,0,385,POINT (-75.978349 40.952191)
Hilltop Community Healthcare Center,151 Ruth Street Rear of Building,Pittsburgh,Pennsylvania,15211,Allegheny,0,0,0,0,216,400,POINT (-80.004986 40.423009)
UPMC-CCP-Mt View Pediatrics,200 Village Drive,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,61,534,0,POINT (-79.462197 40.292414)
FPC-Hershey Family Practice Center,3003 Elizabethtown Road,Hershey,Pennsylvania,17033,Dauphin,0,0,0,0,7,0,POINT (-76.623498 40.235368)
PHN-Sharon Medical Group-Suite 2,63 Pitt St,Sharon,Pennsylvania,16146,Mercer,2,0,0,31,58,0,POINT (-80.507917 41.23373)
AHN-AC HIGBEE PRIMARY CARE,990 Higbee Dr,Bethel Park,Pennsylvania,15102,Allegheny,0,0,0,46,12,0,POINT (-80.021856 40.33675)
VDI-Woodward Pharmacy,565 Spring St,Houtzdale,Pennsylvania,16651,Clearfield,0,0,0,265,10,61,POINT (-78.342988 40.826395)
Fresenius Kidney Cre Sth Allentwn,2820 Mitchell Ave.,Allentown,Pennsylvania,18103,Lehigh,0,0,0,19,0,0,POINT (-75.481033 40.560689)
Functional Health Center-Phoenix Contact,586 Fulling Mill Rd,Middletown,Pennsylvania,17057,Dauphin,0,0,0,2,1,0,POINT (-76.75007 40.229379)
New Hope Pharmacy and Wellness,"3 Village Row, Logan Square",New Hope,Pennsylvania,18938,Bucks,0,0,0,20,130,75,
UPMC-CCP-Sarver,619 South Pike Road,Sarver,Pennsylvania,16055,Butler,0,10,0,610,61,216,POINT (-79.72171 40.702073)
Millcreek Community Hospital,5515 Peach street,Erie,Pennsylvania,16509,Erie,0,1,0,14,383,1414,POINT (-80.093739 42.074173)
Heritage Valley Health System-Beaver,1000 Dutch Ridge Road,Beaver,Pennsylvania,15009,Beaver,8,13,0,20,19,0,POINT (-80.324352 40.710345)
PSH Holy Spirit Medical Center,503 North 21st Street Pharmacy Department,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,36,199,182,POINT (-76.923876 40.252521)
UPMC CCP Healthquest Pedia Hampton,4490 Mt Royal Blvd,Allison Park,Pennsylvania,15101,Allegheny,0,0,0,0,2328,604,POINT (-79.952144 40.583847)
Johnsons Pharmaceutical Srvs-W Mifflin,2000 CLAIRTON RD,West Mifflin,Pennsylvania,15122,Allegheny,0,0,0,1,0,0,POINT (-79.936288 40.335236)
Chester County Health Dept,601 Westtown Road Personal Health Service,West Chester,Pennsylvania,19382,Chester,18,17,0,936,110,0,POINT (-75.584731 39.957921)
PhysicianCare P.C. Towanda,71 Hospital Drive,Towanda,Pennsylvania,18848,Bradford,0,0,0,350,2447,2783,POINT (-76.448978 41.783592)
LVPG Pediatrics-Trexlertown,6900 Hamilton Blvd PO Box 60,Trexlertown,Pennsylvania,18087,Lehigh,0,0,0,3,1370,110,POINT (-75.594111 40.551734)
Oasis Lifecare LLC,1526 Martin Street,State College,Pennsylvania,16803,Centre,0,0,0,8,13,0,POINT (-77.891815 40.804844)
SCI-Phoenix,1200 Mokychic Drive,Collegeville,PA,19426,Montgomery,5,1,0,70,468,270,
Centre Volunteers in Medicine,2520 Green Tech Dr.,State College,Pennsylvania,16803,Centre,20,24,0,2139,75,1924,POINT (-77.918776 40.813498)
VaxCare-Ultra Care PC,511 Pierce Street,Kingston,Pennsylvania,18704,Luzerne,0,0,0,492,562,1373,POINT (-75.883366 41.257403)
Delta Medix PC,300 Lackawanna Avenue,Scranton,Pennsylvania,18503,Lackawanna,0,0,0,82,296,1386,POINT (-75.667364 41.408249)
VDI-Martellas Park Hill Pharmacy,1932 William Penn Ave,Johnstown,Pennsylvania,15909,Cambria,0,0,0,0,12,0,POINT (-78.872369 40.374531)
Allegheny Valley North,333 West Main Street,Saxonburg,Pennsylvania,16056,Butler,0,0,0,0,432,0,POINT (-79.815842 40.750607)
UPMC CCP Hummelstown,8105 Adams Drive,Hummelstown,Pennsylvania,17036,Dauphin,0,0,0,0,420,120,POINT (-76.746675 40.264591)
My Kids Pediatric Partners PC,1102 Highway 315 Blvd,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,3,2176,1006,
Total Access Medical LLC W Chester Off,1450 E. Boot Rd.,West Chester,Pennsylvania,19380,Chester,0,0,0,35,1,6,POINT (-75.555576 39.990445)
KRHC-Ridgway Medical Center,49 Ridgmont Dr,Ridgway,Pennsylvania,15853,Elk,0,0,0,616,142,313,POINT (-78.743436 41.434856)
Family Medic Laureldale Tower Hlth Med Grp,3212 Kutztown Road,Laureldale,Pennsylvania,19605,Berks,0,0,0,0,61,18,POINT (-75.920253 40.384945)
Quality Pharmacy Retail,164 Medical Center Rd,Chicora,Pennsylvania,16025,Butler,0,0,0,0,1653,875,POINT (-79.749293 40.940075)
WellSpan Internal Med Freedom Way,2350 Freedom Way,York,PA,17402,York,0,0,0,2,288,0,POINT (-76.679304 39.934318)
Holisticare Hospice LLC,685 KROMER AVE,Berwyn,Pennsylvania,19312,Chester,0,0,0,1,0,0,POINT (-75.44293 40.049083)
Lion Pharm,10 West Broadway,Red Lion,Pennsylvania,17356,York,0,0,0,71,293,0,POINT (-76.60623 39.900756)
GIANT PHARMACY-6474,1153 NORTH 5TH STREET,PERKASIE,PA,18944,Bucks,0,0,1,434,1905,872,POINT (-75.276546 40.383468)
Medicine Shoppe Pharmacy-353,2665 Brodhead Road,Aliquippa,Pennsylvania,15001,Beaver,0,0,0,0,379,437,POINT (-80.281208 40.605082)
LONG LANE DISC PHARM UPPER DARBY,434 LONG LANE,Upper Darby,Pennsylvania,19082,Delaware,0,0,0,34,749,0,POINT (-75.261615 39.949687)
GIANT PHARMACY-6055,325 W  FREEDOM AVENUE,Burnham,Pennsylvania,17009,Mifflin,0,0,0,306,985,500,POINT (-77.575044 40.629038)
Parvins Pharmacy,30 N Bryn Mawr Avenue,Bryn Mawr,Pennsylvania,19010,Delaware,1,0,0,0,0,0,POINT (-75.317334 40.021684)
Ware Medical Associates,2901 Dutton Mill Rd,Aston,Pennsylvania,19014,Delaware,0,0,0,0,10,0,POINT (-75.419824 39.857646)
Abington Jefferson Health,1200 Old York Road,Abington,Pennsylvania,19001,Montgomery,5,6,0,1588,1247,4221,POINT (-75.119351 40.119002)
Family First Health-Gettysburg Center,Peebles Plaza 1275-17 York Road,Gettysburg,Pennsylvania,17325,Adams,0,0,0,15,0,0,
Triangle Pharmacy,89 S Main St,Mountain Top,Pennsylvania,18707,Luzerne,0,0,0,2,216,0,POINT (-75.890405 41.157224)
Highlands Hospital,401 East Murphy Ave,Connellsville,Pennsylvania,15425,Fayette,4,39,0,50,5,2129,POINT (-79.586201 40.023375)
McKeesport Family Health Center,627 Lyle Blvd,Mc Keesport,Pennsylvania,15132,Allegheny,0,0,0,10,95,40,POINT (-79.858481 40.352177)
Keystone Family Medicine Chambersburg,820 Fifth Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,10,0,4,7,0,POINT (-77.645016 39.945085)
Integrated Medical Group PC-Pine Grove,8 Oak Grove Road,Pine Grove,Pennsylvania,17963,Schuylkill,0,0,0,0,46,0,POINT (-76.395667 40.558478)
Mead Avenue Family Practice,1086 Mead Avenue,Corry,Pennsylvania,16407,Erie,0,0,0,12,0,0,POINT (-79.644902 41.935633)
PENN INTERNAL MEDICINE WESTTOWN,210 Willowbrook Lane,West Chester,Pennsylvania,19382,Chester,0,0,0,69,3,84,POINT (-75.5856 39.943093)
Fresenius Kidney Care West Pennsylvania,5124 Liberty Ave,Pittsburgh,Pennsylvania,15224,Allegheny,0,0,0,0,6,0,POINT (-79.942557 40.458215)
Geisinger Encompass Hth Ltd Liab,64 Rehab Lane,Danville,Pennsylvania,17821,Montour,0,0,0,21,1,100,POINT (-76.600178 40.971417)
WFM-Mont Alto Health Center,6155 Anthony Highway,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,11,781,42,POINT (-77.567423 39.838297)
VDI-ro Pharm of Pennsburg Inc,931 Main St,Pennsburg,Pennsylvania,18073,Montgomery,0,0,0,0,6219,33027,POINT (-75.489669 40.38726)
Mats Pharmacy and Medical Supply,701 Bristol Pike,Croydon,Pennsylvania,19021,Bucks,0,0,0,0,1,10,POINT (-74.90732 40.093991)
Wellspan Family Med-Hlth Campus 1st Fl,12 St. Paul Drive,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,11,0,0,POINT (-77.634763 39.943292)
The Medicine Shoppe-Latrobe,709 Ligonier Street,Latrobe,Pennsylvania,15650,Westmoreland,0,0,0,0,190,591,POINT (-79.385532 40.317125)
Squirrel Hill Hth Ctr Brentwood,4516 Browns Hill Rd,Pittsburgh,Pennsylvania,15217,Allegheny,0,0,0,571,77,18,POINT (-79.92582 40.416708)
MLHC-Primary Care in Concordville,1020 Baltimore Pike,Glen Mills,PA,19342,Delaware,0,0,0,157,34,0,POINT (-75.538144 39.882943)
Wright Ctr for Com Hlth Scrntn Prac,501 S Washington Avenue,Scranton,Pennsylvania,18505,Lackawanna,0,0,0,76,1352,0,POINT (-75.670148 41.402074)
LVPG-Fam and Internal Med Bethlehem Twp,2101 Emrick Blvd,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,0,0,1,1,0,POINT (-75.290931 40.651956)
PHN-Hoffman Memorial Medical Center,419 Kellys Way,East Brady,Pennsylvania,16028,Clarion,0,0,0,140,5,90,POINT (-79.615865 40.987406)
Main Line Health-Riddle Memorial Hospital,1068 W. BALTIMORE PIKE PHARMACY DEPARTMENT,Media,Pennsylvania,19063,Delaware,0,0,0,6,444,0,POINT (-75.429889 39.914319)
LGH-Family Medicine Buck,34 Fawn Drive,Quarryville,Pennsylvania,17566,Lancaster,0,0,0,68,11,0,POINT (-76.224377 39.871642)
Mill Run Community Pharmacy,404 NORTH ST,Meadville,Pennsylvania,16335,Crawford,0,0,0,40,9,0,POINT (-80.146565 41.640105)
FPC Lewisbry Red Cedar Fam Prac Ctr,689 Yorktown Rd,Lewisberry,Pennsylvania,17339,York,0,0,0,0,4,0,POINT (-76.82646 40.16152)
SLPG-Pediatrics-Allentown,501 Cetronia Rd,Allentown,Pennsylvania,18104,Lehigh,6,0,0,150,680,288,POINT (-75.557662 40.586095)
Squirrel Hill Health Center,4516 Browns Hill Road,Pittsburgh,Pennsylvania,15217,Allegheny,0,0,0,1044,2448,311,POINT (-79.92582 40.416708)
Select Specialty Hospital-Central PA,503 N 21st street 5th floor,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,0,4,0,POINT (-76.923468 40.25141)
Greater Lehigh Family Medicine,4379 Easton Avenue,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,0,0,0,100,365,POINT (-75.310574 40.666272)
Jamestown Pharmacy,121 LIberty Street,Jamestown,Pennsylvania,16134,Mercer,0,0,0,54,185,0,POINT (-80.440662 41.484607)
Millersburg Pharmacy Inc,242 Market Street,Millersburg,Pennsylvania,17061,Dauphin,0,0,0,0,1305,4,POINT (-76.961386 40.539645)
VDI-Lenox Pharmacy,5879 SR 92,Kingsley,Pennsylvania,18826,Susquehanna,0,0,0,65,606,454,POINT (-75.673062 41.711994)
Susquehanna FHC,401 Broad Avenue,Susquehanna,Pennsylvania,18847,Susquehanna,0,0,0,4,607,0,POINT (-75.594533 41.946361)
Wellspan Family Medicine-Crossroads,4131 Oregon Pike,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,9,42,36,POINT (-76.219722 40.128786)
Community Health Clinic Inc,943 4th Avenue,New Kensington,Pennsylvania,15068,Westmoreland,0,0,0,39,708,370,POINT (-79.766436 40.565869)
Mont Cty EMS Off Public Safety,EOC-50 Eagleville Road,Norristown,Pennsylvania,19403,Montgomery,1,2,0,218,3,84,POINT (-75.418787 40.158189)
Wellspan Fam Med Granite Run,264 Granite Run Drive,Lancaster,Pennsylvania,17601,Lancaster,0,0,7,129,206,12,POINT (-76.332392 40.07589)
GIANT PHARMACY-6120,255 CUMBERLAND PARKWAY,MECHANICSBURG,PA,17055,Cumberland,11,0,0,1346,201,0,POINT (-76.982548 40.193781)
GIANT PHARMACY-6018,760 ROUTE 113,SOUDERTON,PA,18964,Montgomery,0,0,0,103,2404,200,POINT (-75.306284 40.319285)
AHN-AC PRIME MED GROUP JEFFERSON,1200 Brooks Lane,Clairton,Pennsylvania,15025,Allegheny,0,0,1,250,15,0,POINT (-79.93876 40.315481)
WE CARE PHARMACY INC,3671 Crescent Ct E,Whitehall,Pennsylvania,18052,Lehigh,0,0,0,8,955,580,POINT (-75.495505 40.653285)
Wilkes-Barre General Hospital,575 North River Street Pharmacy Department,Wilkes Barre,Pennsylvania,18764,Luzerne,13,0,0,51,7199,800,POINT (-75.868165 41.258261)
SCI-Mahanoy,301 Morea Rd.,Frackville,Pennsylvania,17932,Schuylkill,20,1,0,7,217,175,POINT (-76.203324 40.782027)
Pittsburgh Family Practice-Lincoln,362 Lincoln Avenue,Pittsburgh,Pennsylvania,15202,Allegheny,0,0,0,675,177,0,POINT (-80.052316 40.493991)
LGH-Downtown Family Medicine,540 North Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,1,41,64,6,POINT (-76.305303 40.046841)
Astis South Hills Pharmacy Retail,250 MOUNT LEBANON BLVD,Pittsburgh,Pennsylvania,15234,Allegheny,0,0,0,11,791,851,POINT (-80.03749 40.368461)
VILLAGE PHARMACY AT SPRING HOUSE,1121 N. Bethlehem Pike,Spring House,Pennsylvania,19477,Montgomery,0,0,0,10,36,5,POINT (-75.22502 40.189842)
Lancaster County SHC,1661 Old Philadelphia Pike,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,36,0,0,POINT (-76.266208 40.039017)
Pennsbury Pharmacy Inc,8545 NEW FALLS RD,Levittown,Pennsylvania,19054,Bucks,0,0,0,0,1722,0,POINT (-74.835365 40.170916)
Adams County SHC,424 East Middle Street,Gettysburg,Pennsylvania,173251926,Adams,0,0,0,18,103,0,POINT (-77.22194 39.829854)
Famcare Pharmacy,1429 BURGETTSTOWN PLAZA,Burgettstown,Pennsylvania,15021,Washington,0,0,0,0,172,86,POINT (-80.392961 40.381549)
DCI-Punxsutawney,158 Elmwood Dr,Punxsutawney,Pennsylvania,15767,Jefferson,0,0,0,1,2,0,POINT (-78.997381 40.961)
St Mary Medical Center,St. Mary Medical Center Pharmacy 1201 Langhorne-Newtown Rd,Langhorne,Pennsylvania,19047,Bucks,0,0,0,147,5783,130,
DR MOLLY TROSTLE DO INTERNAL MEDICINE,881 Hills Plaza Dr,Ebensburg,Pennsylvania,15931,Cambria,0,0,0,1,155,0,POINT (-78.75919 40.469523)
Tri Cty Hth and Wellness Ctr,507 Kimberton Rd,Phoenixville,Pennsylvania,19460,Chester,0,0,0,110,601,71,POINT (-75.547056 40.129625)
Boswell Pharmacy Services,131 Schoolhouse Rd. PO Box 266,Jennerstown,Pennsylvania,15547,Somerset,5,4,0,215,2,140,
Mikes Pharmacy,211 W. Washington Ave.,Myerstown,Pennsylvania,17067,Lebanon,0,0,0,0,1,0,POINT (-76.309949 40.376283)
Pediatric Practice NEPA-Waymart,27B Woodlands Drive,Waymart,Pennsylvania,18472,Wayne,0,0,0,2,36,60,POINT (-75.40044 41.58242)
Waynesboro Hospital,501 East Main Street,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,89,105,367,POINT (-77.57045 39.751804)
St. Lukes Coopersburg Pediatrics,5425 Lanark Road,Center Valley,Pennsylvania,18034,Lehigh,0,0,0,0,66,0,POINT (-75.408349 40.533223)
GIANT PHARMACY-6091,1760 DEKALB PIKE,BLUE BELL,PA,19422,Montgomery,0,0,0,49,1874,942,POINT (-75.307183 40.149247)
UPMC-CCP-Hamot Pediatrics,300 State Street,Erie,Pennsylvania,16507,Erie,0,0,0,4,550,110,POINT (-80.08688 42.131897)
Harleysville Medical Associates,176 Main Street,Harleysville,Pennsylvania,19438,Montgomery,0,0,0,1,3,0,POINT (-75.368897 40.262629)
Madeleine C Weiser MD PC,233 E LANCASTER AVE,Ardmore (Part-Montgomery),Pennsylvania,19003,Delaware,0,0,0,345,833,1060,POINT (-75.283509 40.004156)
VDI-Village Pharmacy Bessemer,1624 E Poland Rd,Bessemer,Pennsylvania,16112,Lawrence,0,0,0,47,834,586,POINT (-80.469431 40.975793)
Wellspan Fam Medic 222 W Fulton St,222 W Fulton St,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,0,4,0,POINT (-76.183361 40.180621)
Guthrie Clinic Dushore,102 East Main Street PO Box 417,Dushore,Pennsylvania,18614,Sullivan,0,0,0,19,189,6,POINT (-76.400602 41.524021)
Evangelical Community Hospital,1 Hospital Drive,Lewisburg,Pennsylvania,17837,Union,18,65,0,893,1067,1322,POINT (-76.885857 40.980223)
OAKSIDE CARE PHARMACY,440 LEHIGH ST,Reading,Pennsylvania,19601,Berks,0,0,0,1350,47,1701,POINT (-75.948219 40.354269)
Genoa Healthcare-Reading,645 PENN ST,Reading,Pennsylvania,19601,Berks,0,0,0,17,474,0,POINT (-75.924467 40.335241)
Giant Eagle Pharmacy LTC #0249,6204 State Route 30 Suite A,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,4,0,0,POINT (-79.592831 40.305646)
Dialysis Clinic Inc-Seven Fields,201 HIGHPOINTE BLVD,Mars,Pennsylvania,16046,Butler,0,0,0,97,28,0,POINT (-80.061236 40.68782)
Chester County Pediatrics-Exton,690 West Lincoln Highway,Exton,Pennsylvania,19341,Chester,0,0,0,8,4727,3804,POINT (-75.663889 40.021547)
PHS UPMC Pinncle Carlisle Emp Hlth,361 Alexander Spring Rd,Carlisle,Pennsylvania,17015,Cumberland,0,6,0,125,108,0,POINT (-77.223007 40.184767)
Kids Plus Pediatrics-Seven Fields,671D CASTLE CREEK DRIVE EXT,Mars,Pennsylvania,16046,Butler,0,6,20,512,31,3004,
VDI-Applebys Drug Store Inc,133 East Shirley Street,Mount Union,Pennsylvania,17066,Huntingdon,0,0,0,34,1568,450,POINT (-77.877268 40.381179)
AHN Ped Ped Alliance St Clair,1580 Mclaughlin Run Rd Pine Bridge Commons,Pittsburgh,Pennsylvania,15241,Allegheny,42,16,0,157,1851,206,
DCI Renal Srvs of Pitt LLC Oaklnd,3260 Fifth Avenue,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,0,36,0,POINT (-79.96427 40.437804)
UPMC Pinnacle Harrisburg,RX DEPT 111 S FRONT ST,Harrisburg,Pennsylvania,17101,Dauphin,0,0,0,1516,5407,144,
PM LGHP-Family Medicine Red Rose,955 East King Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,5,60,0,POINT (-76.284565 40.039976)
Lancaster Health Center-Arch,304 North Water Street,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,18,7,0,POINT (-76.309347 40.042516)
AIDS Care Grp d/b/a Eddystone Comm Pha,1207B Chester Pike,Eddystone,Pennsylvania,19022,Delaware,2,0,0,0,0,0,POINT (-75.34728 39.863618)
VDI-Brown Pharmacy Troy,63 Canton Street,Troy,Pennsylvania,16947,Bradford,0,9,0,58,5,118,POINT (-76.792119 41.77575)
AK Steel Butler Works,1 Armco Drive Attn: Plant Manager,Lyndora,Pennsylvania,16045,Butler,0,0,0,7,211,0,POINT (-79.921488 40.84813)
VDI-Curtis Pharmacy-Washington,575 Henderson Ave,Washington,Pennsylvania,15301,Washington,0,0,0,69,0,0,POINT (-80.267295 40.191888)
Impact Health,489 Shoemaker Road,King of Prussia,Pennsylvania,19406,Montgomery,0,33,0,253,30,1488,POINT (-75.353077 40.082452)
Scranton Pharmacy,311 Mulberry St,Scranton,Pennsylvania,18503,Lackawanna,0,0,0,20,531,57,POINT (-75.663224 41.411696)
UPMC Williamsport,700 High Street,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,0,103,60,POINT (-77.014432 41.24547)
GIANT PHARMACY-6535,10000 SHANNONDELL DRIVE,AUDUBON,PA,19403,Montgomery,0,0,0,243,42,210,POINT (-75.410741 40.132428)
AHN-SVMG Union City Family Practice,130 N Main Street,Union City,Pennsylvania,16438,Erie,0,0,0,22,106,0,POINT (-79.845037 41.906247)
UPMC-Urgent Care at Wexford,11360 Perry Highway,WEXFORD,PA,150908333,Allegheny,0,0,0,0,8,0,POINT (-80.053829 40.623062)
The Wright Center-Clarks Summit,1145 Northern Boulevard,Clarks Summit,Pennsylvania,18411,Lackawanna,0,0,0,24,1525,0,POINT (-75.696208 41.488382)
Dao Pharmacy Inc. (DBA Rios Pharmacy),35 South Morton Ave.,Morton,Pennsylvania,19070,Delaware,0,0,0,0,9,0,POINT (-75.328135 39.906825)
SLUHN-Upper Bucks Campus,3000 St. Luke,Quakertown,Pennsylvania,18951,Bucks,0,0,0,0,225,0,
UPMC CCP Belle Ped Assoc Bellevue,446 Lincoln Avenue,Pittsburgh,Pennsylvania,15202,Allegheny,0,0,0,0,214,100,POINT (-80.054182 40.494911)
Pediatric Care Group PC,261 Old York Road,Jenkintown,Pennsylvania,19046,Montgomery,0,0,0,0,0,300,POINT (-75.126544 40.089983)
AHOLD USA-GIANT PHARMACY-6112,255 S SPRING GARDEN STREET,CARLISLE,PA,17013,Cumberland,0,0,0,41,1413,70,POINT (-77.181721 40.196578)
East Suburban Pedi Murrysville,4262 Old William Penn Highway,Murrysville,Pennsylvania,15668,Westmoreland,0,0,0,13,1457,4,POINT (-79.684924 40.42794)
AHOLD USA-GIANT PHARMACY 6011,2450 CHEMICAL ROAD,PLYMOUTH MEETING,PA,19462,Montgomery,0,0,0,4,2766,0,POINT (-75.292319 40.101773)
AHOLD USA-GIANT PHARMACY-6081,70 S LOCUST ST,Hazleton,Pennsylvania,18201,Luzerne,0,0,0,85,3043,174,POINT (-75.981659 40.95324)
Hyndman Area Health Center-Johnstown,203 College Park Plaza,Johnstown,Pennsylvania,15904,Cambria,0,0,0,0,9,0,POINT (-78.8488 40.276966)
Bucks Family Medicine,2346 Trenton Road,Levittown,Pennsylvania,19056,Bucks,0,0,0,0,46,0,POINT (-74.883012 40.163569)
Comprehensive Hlth Srvs Lehigh Valley,1627 Chew St 3rd Floor Green Elevator,Allentown,Pennsylvania,18102,Lehigh,0,0,0,11,2,0,
Gateway Primary Care,142 Wallace Avenue,Downingtown,Pennsylvania,19335,Chester,0,0,0,0,999,219,POINT (-75.70408 40.011719)
Cornrste Cre Com Hth Ctr Burgettstn,1227 Smith Township State Road,Burgettstown,Pennsylvania,15021,Washington,0,0,0,0,100,40,POINT (-80.358781 40.323946)
GIANT PHARMACY-6446,4655 PERKIOMEN AVENUE,READING,PA,19606,Berks,0,0,0,0,2545,345,POINT (-75.862764 40.307474)
Marcus Hook Pharmacy,46 E 10th Street,Marcus Hook,Pennsylvania,19061,Delaware,0,0,0,193,106,369,POINT (-75.415949 39.820349)
Yorke Pharmacy,5524 new falls road,Levittown,Pennsylvania,19056,Bucks,0,0,0,124,704,0,POINT (-74.871435 40.143256)
Community Health Care RHC,550 West Walnut Street,Shamokin,Pennsylvania,17872,Northumberland,0,0,0,44,62,0,POINT (-76.562493 40.789811)
PSHMG-Upper Allen Peds,1819 South Market Street,Mechanicsburg,Pennsylvania,17055,Cumberland,0,0,0,0,44,0,POINT (-76.991062 40.181136)
Adagio Health-Butler,323 Sunset Drive,Butler,Pennsylvania,16001,Butler,0,0,0,514,942,731,POINT (-79.916802 40.905931)
VDI-Prim Cre Pharm Srvcs Inc,27 Heckel Road,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,0,0,1382,749,630,POINT (-80.091395 40.47141)
Abraxas Leadership Dev Program,10058 South Mountain Road PO Box 354,South Mountain,Pennsylvania,17261,Franklin,0,0,0,28,1,432,
Careport MD,851 GAP NEWPORT PIKE,Avondale,Pennsylvania,19311,Chester,0,0,0,0,0,354,POINT (-75.795146 39.835147)
GEISINGER-LEWISTOWN HOSPITAL,400 Highland Ave Pharmacy Dept. 6th floor,Lewistown,Pennsylvania,17044,Mifflin,1,0,0,99,156,479,POINT (-77.567402 40.617853)
Community Health Clinic-Greensburg,218 South Maple Avenue,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,30,666,200,POINT (-79.542686 40.300958)
PHN-Titusville Community Health,120 South Martin St,Titusville,Pennsylvania,16354,Crawford,0,0,0,28,293,32,POINT (-79.671599 41.625877)
The Medicine Shoppe-York,1698 S QUEEN ST,York,Pennsylvania,17403,York,0,0,0,0,3760,770,POINT (-76.705379 39.942899)
Lebanon Pharmacy,990 ISABEL DR,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,0,4630,3,POINT (-76.42347 40.315924)
Quality Care Pharmacys,1 Sprint Drive,Carlisle,Pennsylvania,17015,Cumberland,0,0,0,783,843,0,POINT (-77.22017 40.180011)
GIANT PHARMACY-6255,801 SOUTH 25TH STREET,EASTON,PA,18045,Northampton,0,0,0,37,3360,72,POINT (-75.246701 40.677524)
JTECS Inc,1000 MARKET ST,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,0,96,0,POINT (-76.45164 40.994486)
AHN-SVMG Elk Valley Medical Center,5165 Imperial Parkway Elk Valley Medical Center,Girard,Pennsylvania,16417,Erie,0,0,0,0,150,0,
GHS JNJ  West Chester,1310 Goshen Parkway Global Health Services,West Chester,Pennsylvania,19380,Chester,0,0,0,0,14,15,POINT (-75.569047 39.987727)
SCI-Forest,286 Woodland Drive,Marienville,Pennsylvania,16239,Forest,0,0,0,147,23,200,POINT (-79.100784 41.48219)
CHOP Care Network-Indian Valley,3456 Bethlehem Pike,Souderton,Pennsylvania,18964,Montgomery,0,0,0,359,11,18,POINT (-75.303799 40.315761)
UPMC CCP Mt Lebanon Pediatrics,603 Washington Road,Pittsburgh,Pennsylvania,15228,Allegheny,0,0,0,0,1876,0,POINT (-80.043919 40.383082)
Pinnacle Health Int Med Union Dep,805 Sir Thomas Ct 1st Floor,Harrisburg,Pennsylvania,17109,Dauphin,0,0,0,40,26,0,POINT (-76.823044 40.282113)
PHN Tri Cty Com Hlth Ctr,1555 Shawna Road,Cherry Tree,Pennsylvania,15724,Cambria,0,0,0,38,265,30,POINT (-78.799345 40.716831)
