Order Date,Clinic Name,Clinic Address,Clinic Suite,Clinic additional Address,Clinic City,Clinic State,Clinic Zip,County Name,Total Pfizer Ordered,Total Moderna Ordered,Total Janssen Ordered,Total Covid Volume Ordered,Georeferenced Latitude & Longitude
06/09/2021,Kennies Pharmacy-Littlestown,520 W. King street,,,Littlestown,Pennsylvania,17340,Adams,0,100,0,100,POINT (-77.098593 39.743012)
03/02/2021,Pedia Cardiology  Med Consults LLC,1890 North Juniata Street,,,Hollidaysburg,Pennsylvania,16648,Blair,0,100,0,100,POINT (-78.410736 40.43683)
09/14/2021,Wilkes-Barre General Hospital,575 North River Street,,Pharmacy Department,Wilkes Barre,Pennsylvania,18764,Luzerne,1170,0,0,1170,POINT (-75.868165 41.258261)
09/16/2021,Sheffield Pharmacy,27 S. Main St.,,,Sheffield,Pennsylvania,16347,Warren,0,0,100,100,POINT (-79.035146 41.703505)
04/07/2021,Union Community Care,304 North Water Street,,,Lancaster,Pennsylvania,17603,Lancaster,0,0,400,400,POINT (-76.309347 40.042516)
02/23/2021,LCH Health and Community Services,731 West Cypress Street,,,Kennett Square,Pennsylvania,19348,Chester,0,100,0,100,POINT (-75.722913 39.844136)
03/12/2021,Bethlehem Health Bureau,10 East Church Street,,,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,2340,0,0,2340,POINT (-75.37845 40.618703)
03/19/2021,Bethlehem Health Bureau,10 East Church Street,,,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,2340,0,0,2340,POINT (-75.37845 40.618703)
10/06/2021,GIANT PHARMACY-6094,471 S OXFORD VALLEY ROAD,,,FAIRLESS HILLS,PA,19030,Bucks,0,0,200,200,POINT (-74.85226 40.171296)
06/09/2021,Baker Family Medical Associates,3237 Bristol Rd,203,,Bensalem,Pennsylvania,19020,Bucks,0,100,0,100,POINT (-74.940323 40.135064)
10/05/2021,Hulmeville Rd Pharmacy,3554 Hulmeville Rd,108,,Bensalem,Pennsylvania,19020,Bucks,0,0,100,100,POINT (-74.939245 40.10488)
12/21/2020,Bethlehem Health Bureau,10 East Church Street,,,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,0,700,0,700,POINT (-75.37845 40.618703)
06/09/2021,Spring Garden Family Practice,924 Colonial Ave,M,,York,Pennsylvania,17403,York,0,100,0,100,POINT (-76.740413 39.942162)
06/09/2021,Lackawanna County Prison Medical,1371 N. Washington Ave.,,,Scranton,Pennsylvania,18509,Lackawanna,0,100,0,100,POINT (-75.647634 41.42244)
02/26/2021,LCH Health and Community Services,731 West Cypress Street,,,Kennett Square,Pennsylvania,19348,Chester,0,500,0,500,POINT (-75.722913 39.844136)
09/10/2021,VDI-Pleasant Hills Apothecary,25 Gill Hall Rd,Suite 2,,Clairton,Pennsylvania,15025,Allegheny,0,0,100,100,POINT (-79.957735 40.321833)
10/05/2021,Riccio Family Pharmacy,2217 Bristol Pike,2,,Bensalem,Pennsylvania,19020,Bucks,0,0,100,100,POINT (-74.950644 40.077534)
03/02/2021,Broad Top Area Med Cntr Mnt Union,95 South Park Street,,,Mount Union,Pennsylvania,17066,Huntingdon,0,100,0,100,POINT (-77.880361 40.381921)
02/22/2021,Broad Top Area Med Cntr Mnt Union,95 South Park Street,,,Mount Union,Pennsylvania,17066,Huntingdon,0,100,0,100,POINT (-77.880361 40.381921)
03/12/2021,Holy Redeemer Hosp and Med Cntr,1648 Huntingdon Pike,,Attn: Pharmacy Dept,Meadowbrook,Pennsylvania,19046,Montgomery,0,400,0,400,POINT (-75.081101 40.108944)
03/26/2021,Bethlehem Health Bureau,10 East Church Street,,,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,2340,0,0,2340,POINT (-75.37845 40.618703)
04/23/2021,Lehigh Fam and Geriatric Assoc,428 South 7th Street,4,,Lehighton,Pennsylvania,18235,Carbon,0,300,0,300,POINT (-75.717784 40.8267)
10/02/2021,Stines Pharmacy Inc,1 East Main Street,,,Schuylkill Haven,Pennsylvania,17972,Schuylkill,1170,140,0,1310,POINT (-76.172708 40.629309)
02/09/2021,LCH Health and Community Services,731 West Cypress Street,,,Kennett Square,Pennsylvania,19348,Chester,0,300,0,300,POINT (-75.722913 39.844136)
11/12/2021,Wellness Pharmacy Services,1427 Horsham Road,,,North Wales,Pennsylvania,19454,Montgomery,0,100,0,100,POINT (-75.20773 40.225139)
06/09/2021,Hulmeville Rd Pharmacy,3554 Hulmeville Rd,108,,Bensalem,Pennsylvania,19020,Bucks,0,100,0,100,POINT (-74.939177 40.104983)
09/17/2021,AHOLD USA-GIANT PHARMACY-6313,2174 WEST UNION BOULEVARD,,,BETHLEHEM,PA,18018,Lehigh,0,0,100,100,POINT (-75.418335 40.626563)
10/05/2021,GHS GEISINGER MEDICAL CENTER,100 N ACADEMY AVENUE,,,Danville,Pennsylvania,17822,Montour,2340,0,0,2340,POINT (-76.60622 40.969585)
10/01/2021,Mount Nittany Medical Center,PHARMACY DEPT,,1800 EAST PARK AVENUE,State College,Pennsylvania,16803,Centre,1170,0,0,1170,
12/23/2020,Select Spec Hosp Laurel Highlnds,One Mellon Way,,3 rd Floor,Latrobe,Pennsylvania,15650,Westmoreland,0,100,0,100,
10/07/2021,AHN-Saint Vincent Hospital,PHARMACY DEPARTMENT,,232 WEST 25TH STREET,Erie,Pennsylvania,16544,Erie,0,0,100,100,
02/09/2021,Union Community Care,304 North Water Street,,,Lancaster,Pennsylvania,17603,Lancaster,0,200,0,200,POINT (-76.309347 40.042516)
09/14/2021,LAKOTA HEALTH CARE FAMILY PRACTICE,2489 US 6,Suite 7,,Hawley (Part-Pike),Pennsylvania,18428,Pike,0,700,0,700,POINT (-75.178937 41.447081)
09/17/2021,Darlings Oil City Pharmacy,811 Grandview Rd Ste 200,,,Oil City,Pennsylvania,16301,Venango,0,0,100,100,POINT (-79.688285 41.441355)
11/10/2021,Quality Care Pharmacys,1 Sprint Drive,,,Carlisle,Pennsylvania,17015,Cumberland,1170,0,0,1170,POINT (-77.220289 40.180115)
04/20/2021,Bethlehem Health Bureau,10 East Church Street,,,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,1170,0,0,1170,POINT (-75.37845 40.618703)
04/02/2021,Union Community Care,304 North Water Street,,,Lancaster,Pennsylvania,17603,Lancaster,0,200,0,200,POINT (-76.309347 40.042516)
09/29/2021,Wellness Family Pharmacy,3250 Chichester ave,,,Boothwyn,Pennsylvania,19061,Delaware,0,0,100,100,POINT (-75.442314 39.836868)
02/12/2021,Union Community Care,304 North Water Street,,,Lancaster,Pennsylvania,17603,Lancaster,0,100,0,100,POINT (-76.309347 40.042516)
10/06/2021,Genoa Healthcare 20336,245 Race Street,Ste. 115,,Somerset,Pennsylvania,15501,Somerset,0,140,0,140,POINT (-79.07508 40.005764)
06/09/2021,CKHN CROZER KEYSTONE CTR FAM HLTH,1260 E  WOODLAND AVE,SUITE 200,,Springfield,Pennsylvania,19064,Delaware,0,100,0,100,POINT (-75.331244 39.911732)
09/13/2021,MARTINS PHARMACY-6012,2032 E PLEASANT VLY BLVD,,,ALTOONA,PA,16602,Blair,0,0,100,100,POINT (-78.339635 40.562816)
02/16/2021,Union Community Care,304 North Water Street,,,Lancaster,Pennsylvania,17603,Lancaster,0,100,0,100,POINT (-76.309347 40.042516)
05/21/2021,VDI-DePietros Pharmacy,617 3rd Street,,,Dunmore,Pennsylvania,18512,Lackawanna,0,500,0,500,POINT (-75.634095 41.415683)
11/08/2021,PHN Shamokin Comm Hlth Ctr,531 North Franklin Street,,,Shamokin,Pennsylvania,17872,Northumberland,0,140,0,140,POINT (-76.550305 40.791462)
06/09/2021,Adagio Health-Butler,323 Sunset Drive,Ste 2,,Butler,Pennsylvania,16001,Butler,0,100,0,100,POINT (-79.916538 40.905775)
06/09/2021,East Shore Pharmacy,2723 Agate Street,,,Harrisburg,Pennsylvania,17110,Dauphin,1170,600,0,1770,POINT (-76.893998 40.29089)
06/09/2021,VDI-Williams Valley Pharmacy,226 East Grand Avenue,,,Tower City,PA,17980,Schuylkill,0,100,0,100,POINT (-76.556437 40.588623)
10/03/2021,Giant (Martins) Pharmacy 6523,2180 West Chester Pike,,,Broomall,Pennsylvania,19008,Delaware,0,0,100,100,POINT (-75.344996 39.979161)
09/13/2021,Roadway Pharmacy,6858 Route 711,3,,Seward,Pennsylvania,15954,Westmoreland,0,140,0,140,POINT (-79.02281 40.406128)
05/21/2021,Valley Care Pharmacy,940 Jefferson Ave.,,,Scranton,Pennsylvania,18510,Lackawanna,1170,0,0,1170,POINT (-75.651505 41.415151)
01/14/2021,Bethlehem Health Bureau,10 East Church Street,,,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,0,2000,0,2000,POINT (-75.37845 40.618703)
02/01/2021,Bethlehem Health Bureau,10 East Church Street,,,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,0,4000,0,4000,POINT (-75.37845 40.618703)
04/30/2021,VaxCare-St Josephs Intnal Med,300 S Hickory St,,,Mount Carmel,Pennsylvania,17851,Northumberland,0,100,0,100,POINT (-76.410787 40.79377)
05/21/2021,LGH-New Holland Family Medicine,676 East Main St,,,New Holland,Pennsylvania,17557,Lancaster,0,100,0,100,POINT (-76.067823 40.109986)
06/09/2021,FPC Mifflintown Fam Prac Cntr,2813 Industrial Park Road,Suite C,,Mifflintown,Pennsylvania,17059,Juniata,0,200,0,200,POINT (-77.368467 40.583695)
04/30/2021,Holy Redeemer Hosp and Med Cntr,1648 Huntingdon Pike,,Attn: Pharmacy Dept,Meadowbrook,Pennsylvania,19046,Montgomery,1170,0,0,1170,POINT (-75.081101 40.108944)
05/21/2021,PSH Cmty Vax Site-Lancaster,1600 Cloister Drive,,,Lancaster,Pennsylvania,17601,Lancaster,0,200,0,200,POINT (-76.356615 40.082268)
03/30/2021,Elizabeth A Gernhardt DO Fam Prac,1732 Wyoming Avenue,XX,,Forty Fort,Pennsylvania,18704,Luzerne,0,200,0,200,POINT (-75.863524 41.296788)
05/21/2021,Lackawanna County Prison Medical,1371 N. Washington Ave.,,,Scranton,Pennsylvania,18509,Lackawanna,0,100,0,100,POINT (-75.647634 41.42244)
09/17/2021,Meadville Medical Center,751 Liberty Street,,,Meadville,Pennsylvania,16335,Crawford,1170,0,0,1170,POINT (-80.146336 41.641788)
05/21/2021,Adagio Health-Seneca,3292 State Route 257,,,Seneca,Pennsylvania,16346,Venango,0,100,0,100,POINT (-79.703532 41.381847)
05/21/2021,Warrington Rx Pharmacy,1335 Easton rd,,,Warrington,Pennsylvania,18976,Bucks,0,100,0,100,POINT (-75.133532 40.249815)
05/21/2021,Broad Top Area Med Cntr Mnt Union,95 South Park Street,,,Mount Union,Pennsylvania,17066,Huntingdon,0,100,0,100,POINT (-77.880361 40.381921)
11/10/2021,Wellspan Good Samaritan Hospital,252 S 4th Street,,,Lebanon,Pennsylvania,17042,Lebanon,0,0,100,100,POINT (-76.417336 40.335914)
04/16/2021,Broad Top Area Med Cntr Mnt Union,95 South Park Street,,,Mount Union,Pennsylvania,17066,Huntingdon,0,200,0,200,POINT (-77.880361 40.381921)
05/21/2021,Amudipes Behavioral Health,59 East Baltimore Avenue,,,Clifton Heights,Pennsylvania,19018,Delaware,1170,0,0,1170,POINT (-75.2955 39.929886)
01/25/2021,Bethlehem Health Bureau,10 East Church Street,,,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,0,500,0,500,POINT (-75.37845 40.618703)
05/21/2021,Eagleville Hospital,100 EAGLEVILLE ROAD,,PO BOX 45,Eagleville,Pennsylvania,19408,Montgomery,0,0,100,100,POINT (-75.41192 40.15588)
05/21/2021,VDI-Livingston Pharmacy,550 Miller Ave,,,Clairton,Pennsylvania,15025,Allegheny,0,200,0,200,POINT (-79.883134 40.293546)
05/21/2021,Retreat Behavioral Health,1170 S State St,,,Ephrata,Pennsylvania,17522,Lancaster,0,100,0,100,POINT (-76.200765 40.164419)
10/05/2021,Adagio Health-Butler,323 Sunset Drive,Ste 2,,Butler,Pennsylvania,16001,Butler,0,140,0,140,POINT (-79.916538 40.905775)
05/21/2021,Millersburg Pharmacy Inc,242 Market Street,,,Millersburg,Pennsylvania,17061,Dauphin,0,100,100,200,POINT (-76.961391 40.539661)
05/21/2021,Stauffers of Kissel Hill Pharmacy,301 Rohrerstown Rd,,,Lancaster,Pennsylvania,17603,Lancaster,0,100,0,100,POINT (-76.362954 40.046823)
09/15/2021,AHOLD USA-GIANT PHARMACY-6083,539 N OAK AVENUE,,,ALDAN,PA,19018,Delaware,0,0,100,100,POINT (-75.305801 39.932791)
05/21/2021,Centerville Clinics-Uniontown,86 McClellandtown Rd,,,Uniontown,Pennsylvania,15401,Fayette,0,200,0,200,POINT (-79.735949 39.902346)
05/21/2021,VDI-Crestwood Pharmacy,10 S Mountain Blvd,,,Mountain Top,Pennsylvania,18707,Luzerne,0,100,0,100,POINT (-75.886361 41.161562)
03/09/2021,LCH Health and Community Services,731 West Cypress Street,,,Kennett Square,Pennsylvania,19348,Chester,0,500,0,500,POINT (-75.722913 39.844136)
05/27/2021,Lehigh Fam and Geriatric Assoc,428 South 7th Street,4,,Lehighton,Pennsylvania,18235,Carbon,0,300,0,300,POINT (-75.717784 40.8267)
03/23/2021,Elizabeth A Gernhardt DO Fam Prac,1732 Wyoming Avenue,XX,,Forty Fort,Pennsylvania,18704,Luzerne,1170,0,0,1170,POINT (-75.863524 41.296788)
05/21/2021,VDI-Thompson Pharmacy Altoona,602 E CHESTNUT AVE,,,ALTOONA,PA,16601,Blair,0,100,0,100,POINT (-78.387468 40.53123)
09/15/2021,VDI-Blandon Pharmacy,104 Anna Ave,6,,Blandon,Pennsylvania,19510,Berks,0,0,100,100,POINT (-75.868489 40.44312)
11/12/2021,SCI-Greene,169 Progress Dr.,,,Waynesburg,Pennsylvania,15370,Greene,0,100,0,100,POINT (-80.13795 39.900674)
05/21/2021,Qwik Med Pharmacy LLC,369  Locust Street,,Rear,Columbia,Pennsylvania,17512,Lancaster,0,500,0,500,POINT (-76.501264 40.032778)
05/21/2021,Exeter Township Health Center,2795 Sullivans Trail,,,Falls,Pennsylvania,18615,Wyoming,0,100,0,100,POINT (-75.857327 41.445341)
01/08/2021,Bethlehem Health Bureau,10 East Church Street,,,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,0,3000,0,3000,POINT (-75.37845 40.618703)
04/02/2021,Holy Redeemer Hosp and Med Cntr,1648 Huntingdon Pike,,Attn: Pharmacy Dept,Meadowbrook,Pennsylvania,19046,Montgomery,1170,0,0,1170,POINT (-75.081101 40.108944)
10/04/2021,Penn State Hershey Medical Center,500 University Drive,,,Hershey,Pennsylvania,17033,Dauphin,1170,140,0,1310,POINT (-76.674557 40.265932)
05/21/2021,Erics RX Shoppe,810 Welsh Rd,F,,Horsham,Pennsylvania,19044,Montgomery,2340,0,0,2340,POINT (-75.179165 40.178356)
02/05/2021,Union Community Care,304 North Water Street,,,Lancaster,Pennsylvania,17603,Lancaster,0,100,0,100,POINT (-76.309347 40.042516)
11/22/2021,AHN-Allegheny General Hospital,320 East North Avenue,Pharmacy,,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,100,100,POINT (-80.003138 40.456172)
04/23/2021,Temple Fam Med Fort Washingt,515 Pennsylvania Avenue,Suite A,,Fort Washington,Pennsylvania,19034,Montgomery,0,200,0,200,POINT (-75.206327 40.134534)
05/21/2021,VDI-Keller and Munro Pharmacy,127 East Church St,,,Lock Haven,Pennsylvania,17745,Clinton,0,100,0,100,POINT (-77.444974 41.135987)
05/21/2021,MacDonalds Pharmacy,214 Peach Orchard Road,,,Mc Connellsburg,Pennsylvania,17233,Fulton,0,100,0,100,POINT (-78.009 39.936716)
06/09/2021,Mt Bethel Pharmacy,2165 mt bethel highway,5,,Mount Bethel,Pennsylvania,18343,Northampton,0,200,0,200,POINT (-75.119975 40.898051)
05/21/2021,Hilltop Pharmacy,818 E. Warrington Ave,,,Pittsburgh,Pennsylvania,15210,Allegheny,0,0,100,100,POINT (-79.992935 40.421802)
11/08/2021,VDI-Tri Valley Pharmacy-Pine Grove,101 S. Tulpehocken Street,,,Pine Grove,Pennsylvania,17963,Schuylkill,1170,0,0,1170,POINT (-76.38513 40.550322)
03/02/2021,Bethlehem Health Bureau,10 East Church Street,,,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,0,1700,0,1700,POINT (-75.37845 40.618703)
11/12/2021,Yorke Pharmacy,5524 new falls road,,,Levittown,Pennsylvania,19056,Bucks,0,100,100,200,POINT (-74.871435 40.143257)
11/09/2021,Scranton Pharmacy,311 Mulberry St,,,Scranton,Pennsylvania,18503,Lackawanna,0,140,0,140,POINT (-75.663224 41.411696)
09/15/2021,Greater Lehigh Family Medicine,4379 Easton Avenue,110,,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,100,100,200,POINT (-75.310574 40.666272)
05/21/2021,Family Health Associates-Apple Hill,25 Monument Rd,210,,York,Pennsylvania,17403,York,0,100,0,100,POINT (-76.716233 39.923562)
11/15/2021,GIANT PHARMACY-6509,737 HUNTINGDON PIKE,,,HUNTINGDON VALLEY,PA,19006,Montgomery,0,100,0,100,POINT (-75.093708 40.086465)
06/09/2021,Adagio Health-Aliquippa,99 Autumn St,,,Aliquippa,Pennsylvania,15001,Beaver,0,100,0,100,POINT (-80.317196 40.635873)
10/04/2021,AHN-Allegheny General Hospital,320 East North Avenue,Pharmacy,,Pittsburgh,Pennsylvania,15212,Allegheny,2340,0,0,2340,POINT (-80.003249 40.456149)
05/21/2021,East Shore Pharmacy,2723 Agate Street,,,Harrisburg,Pennsylvania,17110,Dauphin,1170,0,0,1170,POINT (-76.893998 40.29089)
03/05/2021,LCH Health and Community Services,731 West Cypress Street,,,Kennett Square,Pennsylvania,19348,Chester,0,300,0,300,POINT (-75.722913 39.844136)
05/21/2021,Genesis Medical Associates Inc,8150 Perry Highway,300,,Pittsburgh,Pennsylvania,15237,Allegheny,1170,0,0,1170,POINT (-80.038875 40.555375)
09/15/2021,Dr Esianor-Mitchual Dental PC,822 Marietta Avenue,Ste. 21,,Lancaster,Pennsylvania,17603,Lancaster,0,0,100,100,POINT (-76.32164 40.039831)
10/07/2021,Keystone Community Health Services,111 Chambers Hill Drive,Suite 102,,Chambersburg,Pennsylvania,17201,Franklin,0,280,0,280,
05/21/2021,Rx Xpress Pharmacy,111 Mill Street,,Grove City,Grove City,Pennsylvania,16127,Mercer,1170,0,0,1170,POINT (-80.088992 41.161823)
06/09/2021,Sadler Health Center,100 North Hanover Street,,,Carlisle,Pennsylvania,17013,Cumberland,0,100,0,100,POINT (-77.188864 40.203219)
05/21/2021,Kids Plus Pediatrics-SQH,4070 Beechwood Blvd,,,Pittsburgh,Pennsylvania,15217,Allegheny,1170,0,0,1170,POINT (-79.938382 40.426975)
02/28/2022,Shop n Save RX- Pittsburgh,450 56th St,,,Pittsburgh,Pennsylvania,15201,Allegheny,0,200,0,200,POINT (-79.947467 40.483811)
05/21/2021,LC Com VC Ctr,Park City Mall,,600 Park City Center,Lancaster,Pennsylvania,17601,Lancaster,4680,0,0,4680,
05/04/2021,Holy Redeemer Hosp and Med Cntr,1648 Huntingdon Pike,,Attn: Pharmacy Dept,Meadowbrook,Pennsylvania,19046,Montgomery,1170,0,0,1170,POINT (-75.081101 40.108944)
06/09/2021,VIP Pharmacy,7737 New Falls Rd,,,Levittown,Pennsylvania,19055,Bucks,1170,0,0,1170,POINT (-74.847816 40.160519)
04/16/2021,LCH Health and Community Services,731 West Cypress Street,,,Kennett Square,Pennsylvania,19348,Chester,0,200,0,200,POINT (-75.722913 39.844136)
04/09/2021,Bethlehem Health Bureau,10 East Church Street,,,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,1170,1200,0,2370,POINT (-75.37845 40.618703)
05/21/2021,Adagio Health-Butler,323 Sunset Drive,Ste 2,,Butler,Pennsylvania,16001,Butler,0,100,0,100,POINT (-79.916538 40.905775)
03/03/2022,AHOLD USA-GIANT PHARMACY-6313,2174 WEST UNION BOULEVARD,,,BETHLEHEM,PA,18018,Lehigh,0,100,0,100,POINT (-75.418335 40.626563)
05/21/2021,Genesis Medical Associates Inc,8150 Perry Highway,300,,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,100,100,POINT (-80.038875 40.555375)
05/21/2021,Conemaugh Miners Medical Center,290 Haida Ave,,,Hastings,Pennsylvania,16646,Cambria,0,100,0,100,POINT (-78.705799 40.658913)
05/21/2021,Gerritys Pharmacy Keyser,1782 NORTH KEYSER AVE,,,Scranton,Pennsylvania,18508,Lackawanna,0,100,0,100,POINT (-75.667793 41.445253)
05/21/2021,VDI-Woodward Pharmacy,565 Spring St,,,Houtzdale,Pennsylvania,16651,Clearfield,0,100,0,100,POINT (-78.342988 40.826395)
05/21/2021,LVPG-Coordinated Health LV Hospital,3100 Emrick Blvd,112,,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,100,0,100,POINT (-75.295274 40.665369)
06/09/2021,VDI-Mill Hall Pharmacy Inc,260 Main Street,,,Mill Hall,Pennsylvania,17751,Clinton,0,100,0,100,POINT (-77.484734 41.103677)
01/25/2021,LCH Health and Community Services,731 West Cypress Street,,,Kennett Square,Pennsylvania,19348,Chester,0,400,0,400,POINT (-75.722913 39.844136)
09/15/2021,Geisinger Sys Svcs Pharm Distrib Ctr,212 Industrial Park Road,,,Elysburg,Pennsylvania,17824,Northumberland,0,1000,0,1000,POINT (-76.569434 40.852282)
11/15/2021,GHS GEISINGER MEDICAL CENTER,100 N ACADEMY AVENUE,,,Danville,Pennsylvania,17822,Montour,0,500,0,500,POINT (-76.60622 40.969585)
06/04/2021,Newport Pharmacy,57 S 2nd St,,,Newport,Pennsylvania,17074,Perry,0,100,0,100,POINT (-77.129646 40.476737)
11/09/2021,Perry Drug Store,301 INDEPENDENCE STREET,,PO BOX 314,Perryopolis,Pennsylvania,15473,Fayette,0,140,0,140,POINT (-79.750205 40.087078)
05/21/2021,UPMC/HC Pharmacy,3175 East Carson Street,,,Pittsburgh,Pennsylvania,15203,Allegheny,5850,0,0,5850,POINT (-79.962158 40.423829)
05/21/2021,Healthy Starts Pediatrics,845 Sir Thomas Court,7,,Harrisburg,Pennsylvania,17109,Dauphin,0,100,0,100,POINT (-76.821274 40.282371)
10/06/2021,VDI-Gateway Pharmacy,165 Nutt Road,,,Phoenixville,Pennsylvania,19460,Chester,0,0,200,200,POINT (-75.525371 40.128268)
05/21/2021,SLUHN-Monroe,100 St. Lukes Lane,,,Stroudsburg,Pennsylvania,18360,Monroe,1170,0,0,1170,POINT (-75.261786 40.997966)
05/24/2021,Marathon Health-Hazleton,1252 Taylor Ave,,wyalusing,Hazle Township,Pennsylvania,18853,Bradford,0,200,0,200,
05/21/2021,Cornerstone Pharmacy,41 Easton Rd,,,Willow Grove,Pennsylvania,19090,Montgomery,0,100,0,100,POINT (-75.116445 40.142395)
05/21/2021,Eagleville Hospital,100 EAGLEVILLE ROAD,,PO BOX 45,Eagleville,Pennsylvania,19408,Montgomery,0,200,0,200,POINT (-75.41192 40.15588)
05/21/2021,Shickshinny Health Center,26 North Main Street,,,Shickshinny,Pennsylvania,18655,Luzerne,0,100,0,100,POINT (-76.149409 41.154186)
03/19/2021,Union Community Care,304 North Water Street,,,Lancaster,Pennsylvania,17603,Lancaster,0,100,0,100,POINT (-76.309347 40.042516)
06/09/2021,Pittsburgh Mercy Fam Hth Ctr,249 South 9th Street,,Bldg 4 1st Floor,Pittsburgh,Pennsylvania,15203,Allegheny,0,200,0,200,POINT (-79.989908 40.430888)
05/21/2021,Kennett Dental,402 McFarlan Road,303,,Kennett Square,Pennsylvania,19348,Chester,1170,0,0,1170,POINT (-75.693554 39.855228)
05/14/2021,LCH Health and Community Services,731 West Cypress Street,,,Kennett Square,Pennsylvania,19348,Chester,0,200,0,200,POINT (-75.722913 39.844136)
10/07/2021,Main Line Health-Lankenau Medical Center,100 E LANCASTER AVE,,Inpatient Pharmacy,Wynnewood,Pennsylvania,19096,Montgomery,2340,0,0,2340,POINT (-75.265557 39.993575)
05/21/2021,UPMC/HC Pharmacy,3175 East Carson Street,,,Pittsburgh,Pennsylvania,15203,Allegheny,0,1000,0,1000,POINT (-79.962158 40.423829)
05/21/2021,Bryce Jordan Center,127 Bryce Jordan Center,,,University Park,Pennsylvania,16802,Centre,0,1000,0,1000,POINT (-77.855606 40.808632)
10/05/2021,CHOP Care Network-Media,1021 West Baltimore Pike,,,Media,Pennsylvania,19063,Delaware,1170,0,0,1170,POINT (-75.425909 39.915015)
11/13/2021,GIANT PHARMACY-6005,6560 CARLISLE PIKE,SUITE 100,,MECHANICSBURG,PA,17050,Cumberland,0,100,0,100,POINT (-77.029936 40.246134)
05/21/2021,Direct Workforce Care,1027 Treasure Lake,,119 Cotland Rd,Du Bois,Pennsylvania,15801,Clearfield,1170,0,0,1170,
11/09/2021,LGH-Lancaster General Hospital,555 North Duke Street,,,Lancaster,Pennsylvania,17603,Lancaster,0,0,100,100,POINT (-76.305328 40.046975)
05/21/2021,Norland Avenue Pharmacy,12 St. Paul Drive,105,,Chambersburg,Pennsylvania,17201,Franklin,1170,0,0,1170,POINT (-77.634763 39.943292)
10/05/2021,Family Pharmacy of Carbondale,70 N Church St,,,Carbondale,Pennsylvania,18407,Lackawanna,0,0,100,100,POINT (-75.498548 41.575296)
05/21/2021,VDI-Millers Pharmacy,Rt 6 Farm and home plaza,,,Wyalusing,Pennsylvania,18853,Bradford,0,100,0,100,
06/09/2021,AHPSA Oxford Valley Med Prac,320 middletown Blvd,301,,Langhorne,Pennsylvania,19047,Bucks,0,100,0,100,POINT (-74.8849 40.183138)
05/21/2021,Medicine Shoppe Pharmacy-353,2665 Brodhead Road,,,Aliquippa,Pennsylvania,15001,Beaver,0,200,0,200,POINT (-80.281141 40.604942)
02/23/2021,Bethlehem Health Bureau,10 East Church Street,,,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,0,700,0,700,POINT (-75.37845 40.618703)
06/09/2021,VDI-Wiley Pharmacy Of Strasburg,300 HISTORIC DR,,,Strasburg,PA,17579,Lancaster,0,100,0,100,POINT (-76.176672 39.987738)
05/21/2021,VDI-Vine Pharmacy,4375 Red Rock Road,,,Benton,PA,17814,Columbia,0,100,0,100,POINT (-76.37973 41.203127)
01/25/2021,Union Community Care,304 North Water Street,,,Lancaster,Pennsylvania,17603,Lancaster,0,100,0,100,POINT (-76.309347 40.042516)
09/15/2021,Giant (Martins) Pharmacy 6523,2180 West Chester Pike,,,Broomall,Pennsylvania,19008,Delaware,0,0,100,100,POINT (-75.344996 39.979161)
05/21/2021,Kennies Pharmacy-Littlestown,520 W. King street,,,Littlestown,Pennsylvania,17340,Adams,0,100,0,100,POINT (-77.098593 39.743012)
05/24/2021,LC Com VC Ctr,Park City Mall,,600 Park City Center,Lancaster,Pennsylvania,17601,Lancaster,3510,0,0,3510,
06/09/2021,AFC Urgent Care-Lower Macungie,780 N Krocks Road,101,,Allentown,Pennsylvania,18106,Lehigh,0,100,0,100,POINT (-75.564012 40.564724)
06/09/2021,Fulton County Medical Center,Fulton County Medical Center,,214 Peach Orchard Road,MC CONNELLSBURG,PA,172338559,Fulton,0,200,0,200,
10/03/2021,GIANT PHARMACY-6463,173 HOLLY ROAD,,,GILBERTSVILLE,PA,19525,Montgomery,0,0,100,100,POINT (-75.620261 40.334647)
11/08/2021,Swarthmore Pediatrics,630 Fairview Road,210,,Swarthmore,Pennsylvania,19081,Delaware,0,140,0,140,POINT (-75.351476 39.891359)
06/04/2021,LC Com VC Ctr,Park City Mall,,600 Park City Center,Lancaster,Pennsylvania,17601,Lancaster,8190,0,500,8690,
